ST,PUMA,YEAR,Telework
8,809,2012,0.014603385
9,103,2012,0.061090197
33,800,2012,0.035921574
33,500,2012,0.062147621
45,103,2018,0.059410157
45,1102,2018,0.051719185
45,700,2018,0.060426142
45,301,2018,0.044277929
49,5001,2017,0.068659065
49,35006,2017,0.052086037
50,200,2017,0.072905464
55,700,2005,0.05945503
55,1100,2005,0.029800777
50,100,2006,0.042367213
,47000,2004,0.030741943
56,200,2005,0.040824929
8,700,2005,0.091411951
9,2200,2005,0.057103192
10,102,2005,0.052277035
,12,2001,0.030731951
,28000,2004,0.02864444
27,300,2012,0.054359933
27,1402,2012,0.043344669
38,300,2012,0.062217405
38,500,2012,0.034236933
25,703,2013,0.054381924
25,400,2013,0.046796604
26,1300,2013,0.027145292
26,1702,2013,0.031802028
19,1300,2012,0.038062063
19,1900,2012,0.067879486
45,700,2017,0.032539283
45,400,2017,0.018080525
45,1101,2017,0.060138315
46,100,2017,0.061934731
35,806,2014,0.044691358
36,4012,2014,0.026547942
36,3003,2014,0.051840061
36,3704,2014,0.024216863
36,703,2014,0.047730475
36,3306,2014,0.06392083
36,401,2014,0.051108244
36,2201,2014,0.042062926
36,3204,2014,0.01300573
36,702,2014,0.022438306
36,1801,2014,0.057029889
36,3211,2014,0.035210758
36,3709,2014,0.028172121
31,200,2017,0.057901573
32,413,2017,0.033008144
13,1001,2017,0.100452982
13,1008,2017,0.051293668
13,3003,2017,0.102663177
13,300,2017,0.039173852
13,3102,2017,0.140019006
13,4006,2017,0.0393492
15,305,2017,0.034320816
1,400,2018,0.05378533
4,124,2018,0.035889842
4,133,2018,0.037747797
4,209,2018,0.047330271
,5,2001,0.02629543
,18,2002,0.032014111
29,1803,2009,0.012416662
29,1801,2009,0.012796798
29,1400,2009,0.055302526
18,3100,2010,0.043206325
18,203,2010,0.016901098
49,301,2011,0.05474334
35,400,2015,0.024423952
27,1202,2013,0.061059836
27,800,2013,0.034373476
49,501,2005,0.027077945
50,300,2005,0.052461197
1,1303,2012,0.019861171
37,2601,2011,0.052052052
37,2000,2011,0.019769003
37,1800,2011,0.044340422
21,1706,2014,0.012949702
55,40101,2018,0.068538276
5,1600,2017,0.033295385
13,4004,2018,0.114383365
21,400,2018,0.028748094
21,1400,2018,0.045641801
22,200,2018,0.014107751
22,101,2018,0.035472344
29,400,2018,0.048407208
29,200,2018,0.022700825
29,100,2018,0.083739616
29,1801,2018,0.043277132
29,1701,2018,0.077210526
29,902,2018,0.037541696
9,1200,2009,0.054119573
4,122,2010,0.028574867
45,301,2009,0.024167933
45,1300,2009,0.038033623
45,400,2009,0.016027313
45,500,2009,0.053812208
18,3000,2009,0.025024369
18,1901,2009,0.051520411
18,2200,2009,0.033944862
18,3700,2009,0.022459433
18,300,2009,0.020569976
56,400,2011,0.028228977
5,200,2012,0.046401255
5,1200,2012,0.02716414
5,1900,2012,0.015304068
23,900,2006,0.035003718
24,1107,2006,0.010711777
24,100,2006,0.018678486
24,1600,2006,0.033479518
24,803,2006,0.012987787
25,1900,2006,0.024206274
25,4000,2006,0.008055984
31,901,2013,0.030484911
32,404,2013,0.007352941
32,401,2013,0.029491915
32,300,2013,0.080834722
5,1600,2013,0.029110721
5,1500,2018,0.047698082
54,900,2017,0.024078762
18,1800,2007,0.054701528
18,2306,2007,0.034390297
18,1400,2007,0.029381678
29,901,2008,0.035969578
29,2200,2008,0.057481669
,55000,2004,0.042268849
18,400,2007,0.041017277
,30000,2003,0.061142526
20,1403,2005,0.036048648
40,1000,2010,0.037803427
40,500,2010,0.042291389
47,3000,2005,0.01947694
47,900,2005,0.013329679
47,2203,2005,0.036031086
27,2000,2011,0.056901391
24,802,2012,0.034625279
24,1105,2012,0.028837706
24,504,2012,0.038398245
21,1703,2013,0.059881894
21,1902,2013,0.044010871
21,600,2013,0.037542919
21,900,2013,0.028988739
21,800,2013,0.019503751
29,1300,2013,0.069833517
29,1004,2013,0.053227677
29,300,2013,0.048270754
42,300,2018,0.039693238
42,3203,2018,0.014639213
42,3002,2018,0.085730018
42,400,2018,0.03504545
42,2802,2018,0.051248441
42,1501,2018,0.04063147
33,400,2007,0.060781985
,8,2001,0.04852831
31,100,2005,0.069960591
31,904,2005,0.013712321
30,700,2008,0.079526818
30,500,2008,0.060331299
16,300,2010,0.061745701
56,500,2012,0.048516021
56,400,2012,0.044448606
33,700,2013,0.069598516
27,1600,2016,0.058301193
27,2500,2016,0.031846335
27,1202,2016,0.057236863
19,1100,2018,0.042778755
19,1200,2018,0.038212494
20,602,2018,0.054636018
20,802,2018,0.050022753
20,603,2018,0.038804972
23,900,2009,0.030872807
40,300,2009,0.033460389
40,900,2009,0.02806161
18,3500,2009,0.025462227
18,2800,2009,0.043254446
20,1000,2007,0.059247286
20,200,2007,0.0618743
20,1402,2007,0.026251515
21,600,2007,0.03259652
5,800,2014,0.035702173
46,100,2012,0.044456128
8,103,2014,0.066045838
8,4106,2014,0.059910208
54,400,2013,0.03550173
54,600,2013,0.027532688
54,200,2013,0.026466589
54,800,2013,0.030253684
9,1100,2018,0.031567472
10,101,2018,0.031284482
11,102,2018,0.055627246
9,2500,2007,0.051808512
9,1800,2007,0.061315516
10,101,2007,0.046362381
10,200,2007,0.021623656
29,2100,2010,0.032509092
31,903,2010,0.026689926
42,1501,2012,0.025234717
42,802,2012,0.017242853
42,3800,2012,0.039485064
42,3205,2012,0.021289085
42,1600,2012,0.040076358
42,2803,2012,0.033323377
42,3303,2012,0.018598602
42,3003,2012,0.051489535
42,3402,2012,0.072859822
42,1801,2012,0.03318045
29,1804,2014,0.052090654
29,1901,2014,0.049378208
29,2100,2014,0.015866486
29,1500,2014,0.03117628
31,600,2014,0.050530072
1,2701,2015,0.024014591
19,1200,2005,0.044150005
19,800,2005,0.025813449
19,900,2005,0.074489062
35,604,2011,0.041343614
38,500,2015,0.034123451
20,100,2015,0.044862745
20,604,2015,0.094362962
21,2200,2015,0.011063062
21,2100,2015,0.055669412
47,3202,2018,0.040138381
47,300,2018,0.038663978
47,700,2018,0.04245007
18,2600,2008,0.019311843
,51,2002,0.031665861
,21000,2003,0.025305179
5,1200,2011,0.023054608
4,800,2015,0.043574935
4,131,2015,0.050389692
4,133,2015,0.044442425
4,129,2015,0.10331576
8,823,2018,0.117696538
8,821,2018,0.120632619
41,1303,2018,0.083971191
41,500,2018,0.067694663
5,400,2009,0.044745804
10,102,2012,0.069953978
31,701,2011,0.08797989
4,134,2015,0.047191404
5,1600,2015,0.024031898
5,1700,2015,0.032955661
19,1500,2015,0.016799796
19,1000,2015,0.025446289
19,700,2015,0.053056786
19,600,2015,0.04311001
49,49001,2018,0.064140614
49,35004,2016,0.030645161
49,35001,2016,0.03501145
,54,2001,0.02541869
,48,2002,0.029762864
,49,2002,0.038677034
22,1100,2012,0.021340582
22,200,2012,0.01894412
22,300,2012,0.021706905
23,100,2012,0.033260046
16,300,2015,0.079133521
16,600,2015,0.075605222
24,302,2013,0.053799159
24,1204,2013,0.102628025
40,1005,2016,0.036991079
40,1001,2016,0.013539279
33,1000,2017,0.089432526
49,11002,2015,0.073542105
49,21001,2015,0.037631491
49,35009,2015,0.120564753
50,200,2015,0.069967203
50,300,2015,0.082516036
35,300,2008,0.045797959
54,200,2012,0.021606701
47,1900,2016,0.05422062
47,1400,2016,0.015148903
47,1300,2016,0.036960318
47,3207,2016,0.029913137
47,3205,2016,0.03486018
27,1800,2019,0.062619182
27,1408,2019,0.083208902
28,1600,2019,0.019714259
1,1500,2019,0.024311785
2,101,2019,0.026687203
4,112,2019,0.169607874
4,117,2019,0.060409401
4,120,2019,0.080188679
26,900,2019,0.039678047
26,1300,2019,0.059641111
26,1100,2019,0.042215006
26,1801,2019,0.051995107
5,800,2019,0.014624877
6,5904,2019,0.0810402
6,103,2019,0.092648984
6,3721,2019,0.073277159
6,300,2019,0.103996085
6,7305,2019,0.066276958
6,2905,2019,0.034420571
6,2902,2019,0.03640222
6,1904,2019,0.059938847
6,8508,2019,0.056699447
6,6504,2019,0.066730677
6,7108,2019,0.040163855
6,7318,2019,0.032489592
6,5912,2019,0.033677322
6,3747,2019,0.04208429
6,7703,2019,0.03771786
6,6512,2019,0.03709604
6,3720,2019,0.065984
6,3725,2019,0.070244571
51,51110,2019,0.039490387
51,51125,2019,0.083265632
51,51186,2019,0.022616696
53,11606,2019,0.087695455
53,11611,2019,0.049266953
53,11705,2019,0.045513991
32,404,2019,0.022735
33,800,2019,0.030347252
34,2500,2019,0.031299578
34,907,2019,0.029332088
34,1404,2019,0.074917811
34,1700,2019,0.063967409
34,1904,2019,0.030484913
34,304,2019,0.035412852
34,2002,2019,0.077603634
17,3521,2019,0.009779867
17,1105,2019,0.042391434
17,3204,2019,0.080938972
17,1900,2019,0.040522679
17,3531,2019,0.060791238
17,3310,2019,0.106736671
12,8624,2019,0.033846392
12,10502,2019,0.038545609
12,11502,2019,0.095126973
13,700,2019,0.012710462
32,401,2019,0.044541317
34,901,2019,0.058392315
17,2000,2019,0.046804386
17,3530,2019,0.056919724
18,104,2019,0.038276936
19,1300,2019,0.046411716
13,402,2019,0.068993587
13,3300,2019,0.126616589
29,2002,2019,0.053079345
29,1805,2019,0.074508395
29,1003,2019,0.07585322
29,2601,2019,0.033699715
29,1702,2019,0.066011288
29,1100,2019,0.064295816
39,902,2019,0.051950941
39,910,2019,0.053569116
39,802,2019,0.041838229
39,4106,2019,0.053914659
39,5504,2019,0.04546522
40,100,2019,0.039958917
40,1302,2019,0.053112207
36,300,2019,0.046619416
36,403,2019,0.0523192
36,4006,2019,0.047204712
36,3313,2019,0.043571416
36,3302,2019,0.108199082
36,4004,2019,0.050705243
36,2903,2019,0.073913188
36,3312,2019,0.03220234
36,1801,2019,0.098735643
36,3902,2019,0.070861562
37,1801,2019,0.054889575
37,1206,2019,0.112466431
55,55103,2019,0.072895807
45,1500,2019,0.046788579
47,3204,2019,0.027763363
47,100,2019,0.046203476
47,2100,2019,0.054784004
48,1200,2019,0.045878364
48,5913,2019,0.01685133
48,1907,2019,0.070800193
48,4100,2019,0.029645289
48,2001,2019,0.065071937
48,6603,2019,0.044108001
48,4200,2019,0.018509999
48,2516,2019,0.07307881
48,4301,2019,0.030535534
48,4611,2019,0.024983062
48,2322,2019,0.078098013
48,6703,2019,0.045532243
48,3305,2019,0.017316546
48,4635,2019,0.058078744
21,1500,2019,0.027834803
22,600,2019,0.012188131
22,2000,2019,0.027463398
22,101,2019,0.024800081
38,200,2019,0.054730821
24,902,2019,0.075456995
24,1007,2019,0.065793189
24,503,2019,0.057550858
24,504,2019,0.041469625
25,3302,2019,0.054170621
25,2800,2019,0.042792024
10,200,2019,0.048592271
8,4106,2019,0.126423803
8,816,2019,0.032826578
8,810,2019,0.064348361
42,3601,2019,0.040745166
42,3001,2019,0.072568978
42,2703,2019,0.061184316
42,600,2019,0.072968733
42,3304,2019,0.06384939
42,3003,2019,0.058343817
42,1805,2019,0.02506047
42,3603,2019,0.044867519
42,3205,2019,0.077953112
6,7108,2020,0.05671876
6,2905,2020,0.126793988
6,300,2020,0.136960096
6,7703,2020,0.107172649
6,7305,2020,0.242798354
6,6512,2020,0.132854346
6,3721,2020,0.194563169
6,3720,2020,0.345868115
6,5912,2020,0.11580244
6,8508,2020,0.282354744
6,7318,2020,0.110520054
6,2902,2020,0.091150164
6,103,2020,0.42145174
6,1904,2020,0.094451617
6,3725,2020,0.239532976
6,3747,2020,0.169813593
6,5904,2020,0.300897954
6,6504,2020,0.12327155
8,810,2020,0.140159533
8,816,2020,0.130671478
8,4106,2020,0.260975322
45,1500,2020,0.080024689
47,2100,2020,0.088616931
47,100,2020,0.02614797
48,5913,2020,0.066924522
48,6603,2020,0.084093212
48,4200,2020,0.040381977
48,2001,2020,0.259413078
48,3305,2020,0.073488282
12,10502,2020,0.131178571
12,11502,2020,0.117002572
47,3204,2020,0.122305519
48,4100,2020,0.010678135
48,2516,2020,0.193804539
48,4301,2020,0.042908311
48,6703,2020,0.122996736
48,1200,2020,0.048136293
48,4611,2020,0.067823395
48,2322,2020,0.260615826
48,4635,2020,0.141822058
48,1907,2020,0.208757577
12,8624,2020,0.08442965
42,3601,2020,0.124640242
42,3304,2020,0.240988797
42,3603,2020,0.115736736
42,3205,2020,0.171963607
42,600,2020,0.113035652
42,1805,2020,0.130642614
42,2703,2020,0.166776361
42,3001,2020,0.192842594
21,1500,2020,0.056473397
1,1500,2020,0.058651244
2,101,2020,0.105296486
4,120,2020,0.234100221
4,117,2020,0.230705931
4,112,2020,0.33242715
5,800,2020,0.025913469
42,3003,2020,0.234679504
13,402,2020,0.086316204
13,700,2020,0.037548868
13,3300,2020,0.377134836
39,5504,2020,0.176844998
39,902,2020,0.212290098
39,910,2020,0.213776537
39,4106,2020,0.15161636
39,802,2020,0.162174191
40,1302,2020,0.098682501
40,100,2020,0.092543178
36,300,2020,0.093048032
36,4004,2020,0.412670486
36,4006,2020,0.368052864
36,2903,2020,0.164884924
36,403,2020,0.101782518
36,3302,2020,0.176219194
36,3312,2020,0.122421937
36,3902,2020,0.095662113
36,1801,2020,0.195136745
36,3313,2020,0.081967787
37,1801,2020,0.167665283
37,1206,2020,0.406100261
27,1800,2020,0.103453371
27,1408,2020,0.310763808
28,1600,2020,0.020215216
10,200,2020,0.09383588
17,1900,2020,0.117956641
17,3521,2020,0.074407531
17,3531,2020,0.188947899
17,2000,2020,0.144835374
17,1105,2020,0.054163162
17,3310,2020,0.319162255
17,3530,2020,0.184932854
17,3204,2020,0.285076437
18,104,2020,0.124219776
29,1805,2020,0.166199917
29,2002,2020,0.101410029
29,1003,2020,0.171148283
29,1100,2020,0.142220331
29,2601,2020,0.111249417
29,1702,2020,0.170497785
32,404,2020,0.038129641
32,401,2020,0.144765861
26,900,2020,0.098853096
26,1100,2020,0.066508314
26,1801,2020,0.212434834
26,1300,2020,0.061391435
51,51110,2020,0.081229531
51,51186,2020,0.110687992
51,51125,2020,0.134792168
24,504,2020,0.163270345
24,902,2020,0.260607966
24,1007,2020,0.30985673
25,2800,2020,0.230339095
25,3302,2020,0.32880051
24,503,2020,0.198214286
53,11606,2020,0.343024811
53,11705,2020,0.167752521
53,11611,2020,0.191150442
22,600,2020,0.017365366
22,2000,2020,0.075334525
22,101,2020,0.075739195
38,200,2020,0.09596725
19,1300,2020,0.137777708
33,800,2020,0.115181646
34,901,2020,0.205999595
34,2500,2020,0.10001274
34,304,2020,0.208816906
34,2002,2020,0.220634096
34,1904,2020,0.11690999
34,1700,2020,0.142424775
34,907,2020,0.137667642
34,1404,2020,0.311941914
55,55103,2020,0.11475241
34,2301,2005,0.012364233
34,1600,2005,0.053554326
34,2201,2005,0.00855596
34,1502,2005,0.061547777
13,300,2005,0.037239508
13,2500,2005,0.025940368
13,2600,2005,0.01628281
13,3400,2005,0.016962509
13,4100,2005,0.010123887
13,1304,2005,0.030781826
13,900,2005,0.032401294
15,303,2005,0.044964607
17,2000,2005,0.026890024
17,600,2005,0.025572211
17,1000,2005,0.018946229
17,2800,2005,0.018937272
6,4406,2008,0.051978462
6,8105,2008,0.047340996
6,6122,2008,0.072841933
6,2601,2008,0.036307183
6,4700,2008,0.040035256
6,100,2008,0.058476603
6,6119,2008,0.026537482
6,6112,2008,0.028066322
6,5408,2008,0.050550181
48,2000,2008,0.027284765
48,2314,2008,0.021189784
48,2307,2008,0.005284802
48,1900,2008,0.037159796
48,1200,2008,0.056200535
48,6301,2008,0.012394718
42,4106,2005,0.025317502
47,1700,2010,0.033286916
48,4200,2010,0.024647762
29,1707,2011,0.035770293
12,900,2010,0.033570275
12,3000,2010,0.066867302
12,4018,2010,0.045150062
12,2704,2010,0.047056203
12,3601,2010,0.042330935
13,1304,2010,0.040510544
12,2002,2011,0.050548456
13,4400,2013,0.074386192
13,1200,2013,0.021783372
17,2501,2013,0.031799022
17,3005,2013,0.024631011
39,3100,2015,0.0208424
39,5100,2015,0.02473552
37,2500,2013,0.060967428
37,1302,2013,0.053197097
37,2400,2013,0.054114467
37,1802,2013,0.032078834
39,5502,2013,0.017708421
39,1900,2013,0.032048766
42,3801,2011,0.03742179
12,8301,2015,0.120018475
55,1000,2016,0.056904354
22,100,2017,0.025960299
53,11506,2016,0.040364419
26,3004,2018,0.024432787
42,2900,2006,0.016769719
12,1107,2006,0.022953593
12,2207,2006,0.029304366
36,3704,2007,0.02181394
17,3006,2005,0.042339301
17,3502,2005,0.048863717
6,2402,2008,0.048122153
6,7605,2008,0.018435964
6,5405,2008,0.035965255
6,900,2008,0.02601257
6,5415,2008,0.047650226
6,6118,2008,0.030881258
6,1506,2008,0.074221314
6,5403,2008,0.028404311
6,8005,2008,0.030883064
6,6111,2008,0.03443334
6,800,2008,0.042309949
48,4618,2008,0.041387053
48,5201,2008,0.07017678
48,900,2008,0.026057196
48,1500,2008,0.017006665
48,6703,2008,0.017529695
,38000,2004,0.068604691
42,4201,2005,0.048864686
47,2203,2007,0.045480387
48,502,2010,0.052648823
48,2304,2010,0.051881093
48,5000,2010,0.046936532
28,2200,2010,0.014375299
12,2501,2010,0.056719085
12,2003,2010,0.041664386
12,1105,2010,0.041307663
12,1101,2010,0.046796173
12,400,2011,0.036277454
12,2801,2011,0.042716259
12,1801,2011,0.046379476
12,1300,2011,0.046437052
12,4007,2011,0.034016632
51,51085,2012,0.032802084
13,4300,2013,0.058994775
13,5001,2013,0.022464398
13,2200,2013,0.025002485
13,401,2013,0.043411375
17,1300,2013,0.032046176
17,1602,2013,0.034205649
17,3408,2013,0.030822194
53,10703,2014,0.027437152
55,20000,2014,0.030093164
39,1200,2015,0.057897676
39,3600,2015,0.029308409
39,1400,2015,0.032817359
37,800,2013,0.04278961
37,1202,2013,0.0523588
37,4700,2013,0.082261233
39,1200,2013,0.070859901
39,5503,2013,0.051378476
39,4602,2013,0.017766589
24,1500,2014,0.02392296
24,1006,2014,0.036444559
42,2101,2011,0.024951883
42,3002,2011,0.021468522
45,2200,2011,0.017892202
17,800,2012,0.035759189
17,104,2012,0.035019719
12,3302,2015,0.108925172
12,1102,2015,0.048926362
12,8624,2015,0.04876658
12,101,2015,0.045352867
12,8700,2015,0.035992846
12,7301,2015,0.044343806
12,8601,2015,0.085724429
55,55102,2016,0.073796387
36,1801,2016,0.062447272
36,901,2016,0.048890881
37,4900,2016,0.015670804
22,700,2017,0.028023017
53,11706,2016,0.049574737
54,1300,2016,0.025648001
16,100,2016,0.083310808
4,803,2016,0.062899745
4,123,2016,0.026980692
39,910,2018,0.079029126
39,3500,2018,0.041408063
41,400,2006,0.089985661
,51000,2003,0.033067672
36,4015,2005,0.034708103
36,1603,2005,0.053709488
36,4211,2005,0.014885699
19,1800,2007,0.029023438
36,700,2007,0.037083333
36,4208,2007,0.014750807
36,4206,2007,0.016017592
8,802,2011,0.088068266
13,3005,2012,0.149952081
13,2300,2012,0.038909045
36,3202,2013,0.051330238
36,3201,2013,0.060266141
21,1705,2016,0.037086952
21,1704,2016,0.068215061
22,800,2016,0.012282747
22,2401,2016,0.043234588
36,1801,2017,0.056517063
36,4104,2017,0.039123878
37,3800,2014,0.023077085
13,4400,2015,0.048835622
13,4005,2015,0.070510103
17,3417,2017,0.035271288
42,2001,2005,0.024390244
48,2510,2010,0.053650473
28,800,2010,0.039021914
29,100,2011,0.052380426
29,1801,2011,0.030324339
13,1202,2010,0.070567356
9,1200,2011,0.082998542
11,102,2011,0.042875116
12,4012,2011,0.036359094
12,4006,2011,0.011942591
12,4015,2011,0.035399632
12,3100,2011,0.032741004
51,51120,2012,0.048723819
51,51175,2012,0.030656598
13,4005,2013,0.051210102
53,11300,2014,0.043598391
55,55101,2014,0.059328091
55,41001,2014,0.020684445
39,700,2015,0.027466857
39,4200,2015,0.045560559
39,1804,2015,0.028328187
37,3600,2013,0.020224876
37,3104,2013,0.09915933
39,5505,2013,0.043486753
39,3200,2013,0.009376946
39,5100,2013,0.02196591
39,2100,2013,0.012044026
39,1801,2013,0.061631574
24,301,2014,0.063378406
24,1600,2014,0.025713609
42,200,2011,0.041598562
42,3001,2011,0.01727141
45,2102,2011,0.110875338
17,1300,2012,0.03503518
17,300,2012,0.029485853
12,3106,2015,0.047407145
12,3105,2015,0.054756694
12,7102,2015,0.048870675
12,3107,2015,0.024372581
12,6903,2015,0.064344256
12,8102,2015,0.064414603
12,11703,2015,0.046725031
55,100,2016,0.071780205
36,402,2016,0.031616624
36,4101,2016,0.021952196
36,4105,2016,0.028807324
36,4111,2016,0.031831206
37,1000,2016,0.023927883
37,3104,2016,0.101203807
37,3700,2016,0.052967664
37,5002,2016,0.055640228
19,2000,2017,0.025285239
21,2400,2017,0.037963955
21,900,2017,0.018976215
21,700,2017,0.013407793
53,11000,2016,0.057251814
53,10902,2016,0.046135763
13,1500,2016,0.014158598
29,1005,2017,0.039413998
39,5505,2018,0.059009809
39,907,2018,0.026281099
26,2702,2018,0.080376817
41,100,2006,0.048914871
42,1805,2006,0.015754729
42,903,2006,0.011932256
12,3000,2006,0.044285904
12,500,2006,0.026249967
12,3610,2006,0.071178484
12,3400,2006,0.039213151
36,801,2007,0.076865279
36,2700,2007,0.04306769
36,4112,2007,0.011869341
36,100,2007,0.075570893
55,100,2007,0.052732857
8,901,2011,0.084364791
13,4000,2012,0.010515335
13,3800,2012,0.038749327
55,55102,2012,0.06031905
36,4010,2013,0.022798814
36,3206,2013,0.030931084
36,4005,2013,0.108608026
36,3208,2013,0.027141997
36,1102,2013,0.022845791
36,3308,2013,0.013583815
36,2201,2013,0.046573507
21,700,2016,0.026508673
21,2700,2016,0.025246798
22,1800,2016,0.018126085
36,3301,2017,0.063087363
36,3803,2017,0.048382051
36,1101,2017,0.026681592
36,4010,2017,0.03511328
36,4105,2017,0.020726383
37,2202,2014,0.067730199
37,2300,2014,0.052801724
37,1203,2014,0.060503397
37,2700,2014,0.029794081
38,200,2014,0.070847547
38,100,2014,0.053901659
38,400,2014,0.034073283
39,2600,2014,0.017594832
39,500,2014,0.028044446
13,5001,2015,0.059223741
13,1002,2015,0.086155533
40,1004,2017,0.020287737
40,1501,2017,0.053684399
17,3414,2017,0.040793586
17,3503,2017,0.058155553
39,4000,2013,0.077484501
39,905,2013,0.024230787
23,400,2014,0.078756821
17,202,2012,0.053129906
12,1113,2015,0.035999053
36,2500,2016,0.031728215
37,1100,2016,0.054829327
53,11611,2016,0.038578665
4,104,2016,0.050786132
39,3200,2018,0.050552224
40,100,2018,0.027304624
42,1500,2006,0.023112446
12,3502,2006,0.029002616
36,3809,2005,0.031088244
36,1501,2007,0.034295484
55,1501,2012,0.023011994
36,3702,2013,0.01388218
36,4015,2013,0.04928394
22,2201,2016,0.014611663
22,2302,2016,0.020529665
39,802,2014,0.034085692
13,1004,2012,0.045212186
39,1900,2014,0.033183688
51,501,2006,0.031312607
51,1300,2006,0.04009738
51,800,2006,0.013735071
53,1100,2006,0.056062785
53,1702,2006,0.061737059
53,1900,2006,0.080577184
53,1804,2006,0.069805224
53,2102,2006,0.07645929
17,3104,2006,0.052310042
17,3408,2006,0.03601679
17,3006,2006,0.054841425
17,3404,2006,0.037134782
17,3515,2006,0.025842903
17,2400,2006,0.031097673
17,101,2006,0.062630238
18,1200,2006,0.035422994
18,2304,2006,0.033902667
18,3600,2006,0.028698714
19,1400,2006,0.027291392
19,800,2006,0.038406186
29,1801,2007,0.017184993
30,200,2007,0.049059912
32,505,2007,0.010782113
32,400,2007,0.06123899
4,114,2008,0.051477803
4,119,2008,0.066601335
17,500,2008,0.078402556
17,1500,2008,0.013592431
17,3517,2008,0.042761002
17,3401,2008,0.055123786
17,3005,2008,0.035476865
42,3202,2008,0.029019192
42,1300,2008,0.043249673
42,2300,2008,0.019474404
42,4002,2008,0.031426164
42,1805,2008,0.029927761
,19,2001,0.045621049
17,3514,2009,0.03620155
17,1000,2009,0.040396636
17,3203,2009,0.085376019
17,3518,2009,0.029694597
17,3404,2009,0.049735492
37,2702,2010,0.067127454
39,607,2010,0.082999871
39,1101,2010,0.052989721
39,4602,2010,0.031589221
39,3800,2010,0.038553148
39,4103,2010,0.046874568
39,4402,2010,0.027448726
39,100,2010,0.014346346
41,1101,2011,0.030621109
25,3306,2012,0.027114437
25,4302,2012,0.020618794
26,2200,2012,0.0431072
26,1801,2012,0.074686394
26,801,2012,0.038517431
26,3203,2012,0.016349953
18,402,2012,0.030960692
18,300,2012,0.026101511
36,4102,2012,0.012831755
36,3104,2012,0.046164202
36,2500,2012,0.028119861
36,3808,2012,0.113873117
36,4112,2012,0.033768905
36,3101,2012,0.03051112
36,4010,2012,0.016074164
36,3102,2012,0.043925475
36,4107,2012,0.012711994
36,2702,2012,0.042047871
36,4005,2012,0.096088042
36,3001,2012,0.018094257
12,102,2013,0.039518072
12,11102,2013,0.067338289
12,12703,2013,0.054362267
12,8618,2013,0.058887026
12,3107,2013,0.026068689
12,8622,2013,0.027855433
6,109,2012,0.05265235
6,105,2012,0.04433533
6,9503,2012,0.018785934
6,7321,2012,0.026090469
6,8702,2012,0.082726896
6,3730,2012,0.081405088
6,6515,2012,0.056923683
6,7704,2012,0.045306766
6,3741,2012,0.039834407
6,5301,2012,0.059476615
6,3763,2012,0.031605164
6,4701,2012,0.026154015
6,7107,2012,0.03377883
6,7102,2012,0.04763562
6,5909,2012,0.032872488
28,1600,2012,0.025023564
29,2200,2012,0.022630284
25,4000,2014,0.027491815
25,3900,2014,0.037092685
25,3302,2014,0.035273178
51,51045,2015,0.029416489
51,59307,2015,0.076563779
51,59305,2015,0.080048234
51,4101,2015,0.037181718
53,11705,2015,0.052530439
53,11503,2015,0.041535545
53,11603,2015,0.070836741
53,10702,2015,0.057675175
17,2100,2015,0.02966136
17,3523,2015,0.02973677
17,3204,2015,0.094292056
17,1602,2015,0.047960243
6,1305,2015,0.097990326
6,7703,2015,0.062828068
6,8510,2015,0.04929486
6,3729,2015,0.07508041
6,3751,2015,0.025040198
6,6512,2015,0.060514863
6,5700,2015,0.076181131
8,102,2015,0.054336201
8,800,2015,0.057343861
8,818,2015,0.054962699
9,101,2015,0.085255292
9,1101,2015,0.060620037
9,903,2015,0.04453498
18,3500,2015,0.044711952
18,800,2015,0.041939458
42,2701,2016,0.034203889
42,400,2016,0.056535605
42,3302,2016,0.034768274
42,1900,2016,0.033123809
45,301,2016,0.016848841
45,1203,2016,0.092917428
45,501,2016,0.05936236
51,51135,2017,0.014241198
53,11702,2017,0.05612562
53,11401,2017,0.038846906
53,11504,2017,0.026480793
28,700,2017,0.026897409
28,1900,2017,0.044025864
6,110,2017,0.063849444
6,3738,2017,0.034078025
6,108,2017,0.063777736
6,7301,2017,0.055795696
6,11102,2017,0.110333365
6,3737,2017,0.04028981
6,701,2017,0.039557234
6,5904,2017,0.067614848
6,7106,2017,0.08126363
6,10703,2017,0.03560564
6,702,2017,0.066596706
6,9502,2017,0.04892062
6,6708,2017,0.040619318
6,3762,2017,0.024600198
6,3742,2017,0.021881416
48,2202,2007,0.05378962
48,1200,2007,0.061526469
48,2314,2007,0.025585406
48,6000,2007,0.048055578
48,1700,2007,0.035102395
48,2506,2007,0.042369483
39,4302,2006,0.025664777
55,2400,2006,0.019766305
20,200,2006,0.032092329
20,602,2006,0.037013692
21,2300,2006,0.022984606
21,2400,2006,0.020682367
21,300,2006,0.025416157
28,1700,2008,0.022675696
28,200,2008,0.018982053
28,800,2008,0.019481
24,503,2009,0.044333471
24,1102,2009,0.026505574
24,802,2009,0.059209811
24,501,2009,0.052790448
25,4800,2009,0.060633747
25,1200,2009,0.018328458
25,600,2009,0.02737161
25,3400,2009,0.08861798
25,300,2009,0.042436339
26,1600,2009,0.053187937
26,4102,2009,0.034208973
26,1800,2009,0.016568792
26,800,2009,0.024496309
26,1401,2009,0.049155909
26,1100,2009,0.056174903
26,2200,2009,0.024274096
