state,fips state code,tribal name,data category,emissions type code,scc,reporting period,emissions operating type,pollutant code,pollutant desc,total emissions,emissions uom,data set
,,Nez Perce Tribe of Idaho,ON,,2202420080,A,R,N2O,Nitrous Oxide,.0000746795,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201000062,A,R,108883,Toluene,789.294,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202610080,A,R,CO,Carbon Monoxide,2.8595,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202610080,A,R,107028,Acrolein,6.96018,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201530080,A,R,110543,Hexane,.909122,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201310080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),1.5152,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201610080,A,R,7439965,Manganese,.000000709076,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202430080,A,R,100414,Ethyl Benzene,.770082,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202430080,A,R,CH4,Methane,.00757872,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202430080,A,R,1330207,Xylenes (Mixed Isomers),1.485888,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202540080,A,R,71432,Benzene,.601944,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202530080,A,R,108883,Toluene,1.989562,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201210080,A,R,106990,"1,3-Butadiene",210.72,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202610080,A,R,1330207,Xylenes (Mixed Isomers),7.24584,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201110080,A,R,50000,Formaldehyde,.511414,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201310080,A,R,100425,Styrene,2.20446,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201210080,A,R,CO,Carbon Monoxide,5.02929,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202210080,A,R,100425,Styrene,.00625196,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202520080,A,R,123386,Propionaldehyde,.40478,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202310080,A,R,107028,Acrolein,2.206,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202310080,A,R,108883,Toluene,1.611498,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201610080,A,R,NH3,Ammonia,.000000265206,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201110080,A,R,107028,Acrolein,3.11326,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202510080,A,R,106990,"1,3-Butadiene",.663246,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202620080,A,R,75070,Acetaldehyde,399.624,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202540080,A,R,100425,Styrene,.226218,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202210080,A,R,110543,Hexane,9.59028,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,NH3,Ammonia,.0000308309,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201520080,A,R,540841,"2,2,4-Trimethylpentane",206.606,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202520080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),3.97332,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201310080,A,R,107028,Acrolein,179.2758,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202420080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.000894587,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202530080,A,R,N2O,Nitrous Oxide,.000188114,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202410080,A,R,N2O,Nitrous Oxide,.0000775119,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202410080,A,R,100425,Styrene,.0380244,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201110080,A,R,NH3,Ammonia,.0123129,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201210080,A,R,75070,Acetaldehyde,268.996,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201420080,A,R,1330207,Xylenes (Mixed Isomers),.0616072,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201310080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.502751,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201420080,A,R,CO,Carbon Monoxide,0,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201610080,A,R,107028,Acrolein,.001230088,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202520080,A,R,107028,Acrolein,34.7858,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202210080,A,R,VOC,Volatile Organic Compounds,.631481,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201540080,A,R,110543,Hexane,39.9858,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202610080,A,R,NH3,Ammonia,.0371838,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202320080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.0226233,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202610080,A,R,CO,Carbon Monoxide,1.74246,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201530080,A,R,123386,Propionaldehyde,.00145177,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202410080,A,R,100414,Ethyl Benzene,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202420080,A,R,NH3,Ammonia,0,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201540080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.000585895,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202430080,A,R,N2O,Nitrous Oxide,.00000700796,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201420080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),0,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202540080,A,R,CO,Carbon Monoxide,.00269388,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202320080,A,R,NOX,Nitrogen Oxides,.0295461,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202310080,A,R,VOC,Volatile Organic Compounds,.164738,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201610080,A,R,75070,Acetaldehyde,.000581696,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201420080,A,R,71432,Benzene,.00577276,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201420080,A,R,50000,Formaldehyde,.001970222,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202320080,A,R,108883,Toluene,29.4532,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201540080,A,R,SO2,Sulfur Dioxide,.0138699,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201210080,A,R,108883,Toluene,14388.12,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202210080,A,R,1330207,Xylenes (Mixed Isomers),19.45606,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,540841,"2,2,4-Trimethylpentane",.1700568,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202610080,A,R,123386,Propionaldehyde,15.4131,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202420080,A,R,50000,Formaldehyde,.549038,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201430080,A,R,1330207,Xylenes (Mixed Isomers),.771094,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201430080,A,R,540841,"2,2,4-Trimethylpentane",.0513858,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201430080,A,R,SO2,Sulfur Dioxide,.0000202938,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201310080,A,R,VOC,Volatile Organic Compounds,66.6028,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202410080,A,R,50000,Formaldehyde,.189473,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202430080,A,R,71432,Benzene,2.19664,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202530080,A,R,NH3,Ammonia,.00861522,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202210080,A,R,106990,"1,3-Butadiene",3.64738,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201510080,A,R,540841,"2,2,4-Trimethylpentane",.1787908,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201110080,A,R,110543,Hexane,91.7842,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201000062,A,R,71432,Benzene,48.3908,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202420080,A,R,100425,Styrene,0,LB,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2201210080,A,R,VOC,Volatile Organic Compounds,16.7369,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201510080,A,R,540841,"2,2,4-Trimethylpentane",.00426602,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202410080,A,R,110543,Hexane,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202410080,A,R,123386,Propionaldehyde,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202420080,A,R,110543,Hexane,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201540080,A,R,NOX,Nitrogen Oxides,.0405987,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202210080,A,R,100414,Ethyl Benzene,.01721886,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202520080,A,R,NOX,Nitrogen Oxides,.323247,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202510080,A,R,75070,Acetaldehyde,.0741334,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201420080,A,R,SO2,Sulfur Dioxide,.0000111257,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202620080,A,R,N2O,Nitrous Oxide,.0232742,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202530080,A,R,1330207,Xylenes (Mixed Isomers),5.25288,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202430080,A,R,71432,Benzene,5.61814,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202210080,A,R,NOX,Nitrogen Oxides,.194316,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202520080,A,R,108883,Toluene,8.60176,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201610080,A,R,100414,Ethyl Benzene,.0488092,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201520080,A,R,CO,Carbon Monoxide,15.4736,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201430080,A,R,110543,Hexane,.0890908,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201310080,A,R,71432,Benzene,1400.054,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202310080,A,R,1330207,Xylenes (Mixed Isomers),21.4052,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201430080,A,R,108883,Toluene,4.99128,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,110543,Hexane,5.03762,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2203420080,A,R,50000,Formaldehyde,0,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202530080,A,R,123386,Propionaldehyde,1.49779,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202530080,A,R,CO,Carbon Monoxide,.565247,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202210080,A,R,108883,Toluene,5.92498,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202000062,A,R,1330207,Xylenes (Mixed Isomers),13.75032,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201110080,A,R,100414,Ethyl Benzene,1.203544,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202620080,A,R,1330207,Xylenes (Mixed Isomers),.547298,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202410080,A,R,SO2,Sulfur Dioxide,0,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202410080,A,R,50000,Formaldehyde,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201540080,A,R,106990,"1,3-Butadiene",.0985486,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201320080,A,R,108883,Toluene,5.30004,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202430080,A,R,NH3,Ammonia,.0000609536,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202210080,A,R,123386,Propionaldehyde,.024549,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202210080,A,R,107028,Acrolein,.0388038,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202520080,A,R,108883,Toluene,.542954,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202610080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.0140069,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201420080,A,R,N2O,Nitrous Oxide,.00000259271,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202620080,A,R,CH4,Methane,.391557,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202620080,A,R,SO2,Sulfur Dioxide,.208652,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202540080,A,R,1330207,Xylenes (Mixed Isomers),.797414,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201210080,A,R,N2O,Nitrous Oxide,1.28614,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202210080,A,R,123386,Propionaldehyde,22.4188,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2203420080,A,R,7439965,Manganese,.00000811892,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202310080,A,R,107028,Acrolein,346.72,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202310080,A,R,106990,"1,3-Butadiene",148.3438,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201530080,A,R,NH3,Ammonia,.00469706,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201530080,A,R,VOC,Volatile Organic Compounds,.181425,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202530080,A,R,100414,Ethyl Benzene,2.5041,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202610080,A,R,540841,"2,2,4-Trimethylpentane",7.4226,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202610080,A,R,NH3,Ammonia,.104318,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201510080,A,R,N2O,Nitrous Oxide,.000454817,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202320080,A,R,50000,Formaldehyde,40.2022,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202540080,A,R,123386,Propionaldehyde,.0704568,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202510080,A,R,108883,Toluene,.1687088,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202210080,A,R,100414,Ethyl Benzene,.821188,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201110080,A,R,50000,Formaldehyde,7.29926,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202520080,A,R,71432,Benzene,11.36286,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202420080,A,R,100425,Styrene,0,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202620080,A,R,107028,Acrolein,140.9428,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202430080,A,R,1330207,Xylenes (Mixed Isomers),.384834,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201530080,A,R,50000,Formaldehyde,.425252,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201520080,A,R,1330207,Xylenes (Mixed Isomers),79.1992,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201310080,A,R,N2O,Nitrous Oxide,.618537,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201520080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.148133,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202310080,A,R,CO,Carbon Monoxide,72.1512,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,75070,Acetaldehyde,88.4022,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202540080,A,R,NOX,Nitrogen Oxides,.28315,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202510080,A,R,CH4,Methane,.00298024,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202610080,A,R,123386,Propionaldehyde,5.48082,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202420080,A,R,1330207,Xylenes (Mixed Isomers),.0359338,LB,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202320080,A,R,NOX,Nitrogen Oxides,.400041,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2205210080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.000343612,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201510080,A,R,100414,Ethyl Benzene,.00385476,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201110080,A,R,1330207,Xylenes (Mixed Isomers),4.47192,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202530080,A,R,N2O,Nitrous Oxide,.0000112487,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201210080,A,R,71432,Benzene,29.5336,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201000062,A,R,1330207,Xylenes (Mixed Isomers),19.40904,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202620080,A,R,50000,Formaldehyde,7.89196,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201430080,A,R,NOX,Nitrogen Oxides,0,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201420080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),0,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2203420080,A,R,540841,"2,2,4-Trimethylpentane",0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202320080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.00165998,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202610080,A,R,107028,Acrolein,.1980676,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202510080,A,R,71432,Benzene,1.955394,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202620080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),5.71885,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201540080,A,R,71432,Benzene,97.2188,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,CH4,Methane,.000235414,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202410080,A,R,1330207,Xylenes (Mixed Isomers),.0650702,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201510080,A,R,75070,Acetaldehyde,.279802,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202420080,A,R,CH4,Methane,.00136091,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202530080,A,R,540841,"2,2,4-Trimethylpentane",.198864,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202520080,A,R,CH4,Methane,.0560095,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202520080,A,R,106990,"1,3-Butadiene",3.82476,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202420080,A,R,NOX,Nitrogen Oxides,0,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201320080,A,R,N2O,Nitrous Oxide,.0185447,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202620080,A,R,75070,Acetaldehyde,833.986,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202610080,A,R,540841,"2,2,4-Trimethylpentane",2.2364,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201530080,A,R,VOC,Volatile Organic Compounds,.0226143,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201430080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.000104861,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201310080,A,R,540841,"2,2,4-Trimethylpentane",929.318,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201310080,A,R,75070,Acetaldehyde,486.198,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202310080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.277874,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202310080,A,R,100425,Styrene,20.3982,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202310080,A,R,50000,Formaldehyde,1290.246,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202520080,A,R,540841,"2,2,4-Trimethylpentane",11.30638,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201320080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.0667635,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202430080,A,R,7439965,Manganese,.001544582,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202540080,A,R,100425,Styrene,.0966196,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2203420080,A,R,1330207,Xylenes (Mixed Isomers),0,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2203420080,A,R,N2O,Nitrous Oxide,0,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202210080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.0225996,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201540080,A,R,123386,Propionaldehyde,.815082,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201210080,A,R,100414,Ethyl Benzene,999.412,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202420080,A,R,NH3,Ammonia,.00020076,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202320080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.0161641,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202610080,A,R,VOC,Volatile Organic Compounds,.332732,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202000062,A,R,108883,Toluene,.34346,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202620080,A,R,107028,Acrolein,.61744,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202410080,A,R,75070,Acetaldehyde,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201520080,A,R,100425,Styrene,.047376,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202420080,A,R,50000,Formaldehyde,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202430080,A,R,540841,"2,2,4-Trimethylpentane",.00704742,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202430080,A,R,106990,"1,3-Butadiene",.00773456,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201420080,A,R,75070,Acetaldehyde,0,LB,2014NEIV2
