YEAR,STATE_CODE,COUNTY_CODE,VMT_TOTAL
2000,22,39,40405660.68
2000,22,41,75411888.06
2000,22,43,87606887.28
2000,22,45,164713238.2
2000,22,47,255352183
2000,22,49,58629214.26
2000,22,51,1345972038
2000,22,53,306844239.8
2000,22,55,860682423.1
2000,22,57,164637889.8
2000,22,59,96968186.4
2000,22,61,325763599.7
2000,22,63,419641417.5
2000,22,65,305338021.8
2000,22,67,120473808.1
2000,22,69,293563490.6
2000,22,71,1671268582
2000,22,73,747882101.5
2000,22,75,80367839.16
2000,22,77,75022859.34
2000,22,79,656515739.1
2000,22,83,273214117.6
2000,22,85,101643371.6
2000,22,87,190534329.6
2000,22,89,554127063.5
2000,22,93,59216369.76
2000,22,95,359160382.3
2000,22,97,356697176.7
2000,22,99,277946241.4
2000,22,101,246456252.8
2000,22,103,992364369.9
2000,22,105,604165997.9
2000,22,107,32755770.24
2000,22,109,130334968
2000,22,111,25864656.36
2000,22,113,40571367.18
2000,22,115,231165742.7
2000,22,117,45289978.26
2000,22,119,177355383.3
2000,22,121,438482303.3
2000,22,125,55960763.16
2000,22,127,99955068.48
2000,23,1,410102948.8
2000,23,3,228127364.5
2000,23,5,1491910651
2000,23,7,115755354.4
2000,23,9,160652819.6
2000,23,11,493943553.3
2000,23,13,103609402.8
2000,23,15,116889291.9
2000,23,17,209731981.2
2000,23,19,683172177.9
2000,23,23,258120402
2000,23,25,326751408.1
2000,23,27,196397122.6
2000,23,29,109761032
2000,23,31,918022054.7
2000,24,1,527097758.5
2000,24,3,2077405587
2000,24,5,4648420420
2000,24,9,389903551.5
2000,24,11,78300502.8
2000,24,13,422911902
2000,24,15,541444442.4
2000,24,17,599695684.8
2000,24,19,144011948.8
2000,24,21,1406182186
2000,24,23,237278824.8
2000,24,25,1013248996
2000,24,27,1533692648
2000,24,29,30629167.5
2000,24,31,4134533856
2000,24,33,4540859564
2000,24,35,555402456.3
2000,24,37,284784069.3
2000,24,39,130726943
2000,24,41,307444238.2
2000,24,43,1131571782
2000,24,45,437469101.8
2000,24,47,367668531.8
2000,24,510,2088492631
