,STATE_CODE,COUNTY_CODE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
171,5,113,102829789.9,101035460.2,99042421.5,96028346.4,102359080.9,100898220.2,96618073.25,99568565.35,96413941.62,,,91110072,90121360,85372144,86342048,88270832,93663269.72,90010370.58,90541161.97,90927399.5,79417305.68
172,5,115,308578428.4,300241663.5,298112082,309963427.6,322241281.6,321714639.1,328013038.9,323925922.2,333529080.3,,,338345952,334728832,339641952,351574048,349506816,364756385.1,362229609.9,359925122.9,386620377.5,324997637.4
173,5,117,223031250,213740715,329973249.5,230631455,241103232,251907305,251871170,247792660,227087950.1,,,215854480,236351216,224370000,238442048,246672208,240232895,263967867.9,266494252.2,255588578.2,266039627.4
174,5,119,2638682179,2757880264,2666699713,2788153000,2922697799,2958564440,3278161112,3237150818,3191983217,,,3076704512,3139904768,3116464384,3104454400,3162386688,3235699923,3256122077,3266463387,3299187266,3066231677
175,5,121,49488455.76,47625579.6,51061397.6,51010480.1,54261630.12,50404806.4,51558659,50318155.4,50180085.96,,,58668896,60702380,59857560,61264092,61603048,60308175.94,69397733.97,72668644.61,76949109.47,73011731.43
176,5,123,600996840.4,577876683.4,548314800.5,569778545.2,630479827.7,620515348.3,627828262,633817065.2,599603207.6,,,539604992,540557568,546463104,565893824,575116800,598564122.2,655901120.1,612934839.5,650233350,545352288.8
177,5,125,442370142,450248735.7,451494539.2,456205276.6,480063760.9,490783339.9,502678365,535730012.9,536263031.6,,,534932704,555551936,557628800,555163136,576695296,590761251.8,590560704.9,608285414.4,631966560,697235878.3
178,5,127,76433159.82,72866446.5,74575989.7,71937214.9,77087845.98,78392444.3,77720497.55,71859531.95,73607965.56,,,73412344,71378136,70616280,65691952,66535884,73642873.91,73192975.14,71318842.12,65599123.49,67931454.52
179,5,129,68783624.4,81656705,71623220,68765635,73398426.9,72463099.6,71804267.3,67932157.5,63805369.26,,,68913688,69875880,66569868,67452136,69473824,71369234.33,71118743.65,67782501.66,68704513.56,64327791.07
180,5,131,508729817.8,502747298.9,509385616,513265952.9,527622419.5,559286244.3,619228500.6,598588812.8,614860327.5,,,531755872,532768000,526115808,532130368,545448832,542143090.3,560504422.9,553417736.6,557984110.4,524474027.1
181,5,133,88700389.14,86693489.65,81871365.15,76239035.55,78830756.28,82571380.4,84145256.75,82078958.9,80497714.26,,,83832376,80923200,82656008,85226592,87201336,89781429.07,91317646.91,93398942.25,89350537.45,91382704.32
182,5,135,98661192.6,99806435.85,102033282.6,98182288.05,103738048.1,95867790.2,96328226.75,94968273.25,94711913.52,,,95056960,93422776,93971672,91557800,95842664,98822380.83,101155769.3,105406150.5,105165611.9,92578111.93
184,5,139,221958386.9,235893970.3,243634653.1,234385936.3,227917057.2,227570864.4,219871178.4,232456152.1,216780650.8,,,207771120,212274464,213451664,213353520,228052736,233400836.7,223780172.9,231807833.9,222373743.9,196806219.1
185,5,141,100261820.4,97371050,103854399,99709970,96935466,101994943,103735920,112673675,110870184,,,112716720,109509528,111148408,109722896,106411552,105018993.6,107158046.1,102680391.5,110007723,104866388.8
186,5,143,738369900.6,767064447,787253801.5,859407771.7,916302473.3,933772685.5,1011486062,1013791318,955807708,,,867573696,896062784,914860800,892222976,968006784,1000291642,1034188168,1016462503,1057518698,883878245.9
187,5,145,331380499.2,334729893,315171068.7,333658461.1,354497209.3,364133522.9,355642615.5,358723255.6,358165667.5,,,402053408,419081728,402257120,394308288,410487424,396788063.1,414001459.1,427968146.9,423677647.1,362139760.7
189,5,149,36348543.36,35935118.7,38759744.2,42006747.7,37969842.84,40874733.05,38611952.05,39631371.5,39156213.54,,,36263440,37230416,37704292,36779692,37809816,39346100.2,38313291.53,39058766.44,41119022.08,37101840.17
190,6,1,9705490403,9311756185,9949392153,10085704705,10514328297,10509129717,10540266656,10472252185,10243700992,,,9138341888,11307423744,10739159040,10217910272,10559452160,10905240656,10835891778,10730366851,10455654915,9195065117
191,6,3,27203438.61,29169376.5,32449558.5,32449558.5,31230761.7,33032025.5,35053486.75,29520022.88,29553722.25,,,21632550,21838806,21075998,22930150,22949606,27436348.2,27361385.5,27486854.25,28592804.25,29243637.9
192,6,5,164258922.4,182629283,183541929,210954195.5,217047918.6,196881200.8,225495120.3,230525440.8,226770388.4,,,226467200,221029136,222452176,225034864,219698496,233725934.7,233087339.3,233063240.1,246680815.3,230108134.5
193,6,7,718663835.9,743198446,728265920,755208555.6,783496098.7,770977904.4,740858863.6,770894001.9,751558668.5,,,802789312,810507072,814857280,821144000,757115648,860917515.2,854082355.2,848772069.8,831709754.3,818541022.4
194,6,9,,,,,,,,,,,,108630672,109617024,116313152,103772800,104928240,104792195.9,104505878.4,109759542.4,109948977.4,109220493.9
195,6,11,384420475.1,402775638.5,418973199.7,449536993,461409172.8,466741085.5,467488587.3,458225982.3,439138695,,,441174272,443427264,442940000,439758752,449206272,482530456.4,481212067.1,495686543.6,500988196,495034452.9
196,6,13,5398297068,5233371962,5381343173,5748380488,5901260929,6025689358,5951575747,5946286174,5816205737,,,5870610432,5657351168,5743962624,6133416448,6338227200,6465233946,6503167862,6413579131,6248643145,5623032449
197,6,15,148182394.4,171057761,170839461.8,167906752.5,183946878.6,188382011.5,160253742.8,169631651.3,166420950.3,,,142579264,143921840,146986816,156212288,156543936,169292112.3,168847594.8,186494395.8,175873954.3,175918375.8
198,6,17,713704800.5,807749745,820753107.3,829038881,779328320.1,759175691,773777461.3,749549385.4,736662012.9,,,753637248,776228992,735498176,755420032,770703296,808862946.7,806808407.8,838552875.4,829272335.4,706542699.8
199,6,19,3299412994,3265556191,3697250623,3680527620,3826597944,3941029513,3982268739,3952080719,3970373532,,,3482717440,3900226560,4202264064,3596498688,3772274944,4282104650,4282052132,4361407470,4410108444,3806937743
200,6,21,273396618.4,269745307.6,274324973.6,310699110.6,318045556.4,319177692,321264010.1,321592707.2,304089815.3,,,294005312,293588896,293192384,336350880,366998368,335585427.5,334679791.3,340885517.6,343011092.9,320714733.3
201,6,23,668624361.2,674923850.7,682348746.4,713599911.3,742679598.2,710505926.7,748986497.1,743858013.5,719041718.8,,,669547648,712122496,713396032,713834432,738237376,745762296.9,743617625.5,783064625.3,751788908.2,746368860.2
202,6,25,826197846,873482593.2,899150951.7,972603254.3,993147748.3,1008550984,1086517152,1107590084,1021971966,,,1070908672,1101023360,1103443456,1677108480,1179438976,1303314467,1304638714,1321891710,1367019361,1332438518
203,6,27,325675220.2,345854459.7,316426201.5,326650161.8,348396955.5,348752006.8,347911411.8,336442673.8,334216267.2,,,263271456,259373744,253045472,356260736,328332736,341210886.6,340252164.5,336521289.6,342781824.4,330102969.2
204,6,29,4644655950,4776263334,4978235262,5074522402,5334226209,5386282071,5499381523,5518281146,5374688766,,,4947994112,4953606144,5064109056,5161084928,5369837568,5659227158,5656756053,5667055657,5670181232,5438499294
205,6,31,595089822.6,613864486.2,707427546,740264989.9,749434845.9,735563481.1,729619808.8,772772125.7,692732822.3,,,717437888,705964288,720618880,736127360,775283648,813803356.7,811969356.7,861173634.3,875508772.1,790008441.3
206,6,33,172117498.4,185577607,190785857.8,203517065,205796017.2,205435541.5,177614967.8,210460332.3,210992064.3,,,221798448,225859504,225212928,230082352,238443552,214659713.7,214073211.8,209883650.5,287478106.3,291507425.3
207,6,35,238437586.6,228021221.4,226004455.9,238373798.5,239283031.7,234018782.8,232346635.7,238346231.9,225733654.9,,,250626112,248408944,247929088,236154528,232485648,229129183.3,228503147.3,239400642.1,228031036.2,212383922
208,6,37,53781361306,54596731598,55902261264,55944003405,56754092346,56700301124,56588694802,56611138921,55611699117,,,52674240512,54179774464,54631804928,55277912064,55679270912,56424047021,56427902561,54580749701,53590560748,48912228174
209,6,39,835662901,891360338.8,911550021.8,934191847.8,990556672.2,972350197.9,1038198397,1040249332,1009113321,,,881791040,893452224,919935744,962756608,1015126912,1052785834,1050004777,1150901302,1136150830,982691217.6
210,6,41,1758979112,1779783390,1855321565,1817164842,1845082315,1889831293,1883778214,1862024425,1801321799,,,1724779520,1721228416,1718100480,1709321600,1778205440,1901552605,1896783910,1888521200,1839582538,1531461925
211,6,43,71762758.63,80424884.75,73737637.63,74297739.25,73069530.15,82134471.75,58879938.5,69953290.25,68854170.9,,,81228800,79706080,80162504,80666744,78386088,90628813.86,90381194.15,98790963.88,96663424.5,87173703.22
212,6,45,446858091.4,462598937.8,460083817.7,458944430,472336011.3,470148324,472496588.1,480817949.3,473887064.4,,,515185248,524400928,526623424,525005664,532950848,539577604.5,538103348.8,501606816.3,483756947.5,476099927.9
213,6,47,1380961131,1455582456,1566451484,1628806908,1667230042,1719087253,1707854331,1678760962,1590007113,,,1606305280,1683091840,1704779904,1660622080,1745588992,1721397620,1717088393,1758881949,1913880740,1922143580
214,6,49,64466642.32,73550781.35,52519114.53,60925515.3,66671335.92,69921440.35,66154065.48,79141650.6,77246834.55,,,55180620,56939988,56080240,76774032,78392384,53765066.94,53618167.85,62320109.13,64447601.05,61698417.06
215,6,51,196763086.7,189768418.4,198940043.5,203370280.3,228363156.3,195278431,216041419.5,200962010.3,203259984.9,,,187872048,185446528,185285584,203284832,207025264,213004540.9,212409403.1,219673308.2,223523716.9,213520822.4
216,6,53,2144480325,2112362680,2302649602,2269777353,2262548156,2264910084,2292173925,2298831941,2230899583,,,2239424768,2225914624,2221745152,2153397760,2134337792,2315036950,2311619079,2477038471,2364034215,2078603493
217,6,55,411058876,426141296.1,440573323,449080013,451335937.8,496665318.5,485280658.4,502589469.3,473800871.4,,,431070016,471911712,477533088,462282400,480828704,481833683.9,456620407.1,458451503.3,457830540.9,434258670.6
218,6,57,623933352.9,623277066,637889735.2,648178023,679652667,591571468.8,677607279.5,671185688.5,653499935.7,,,595019264,682536320,718801728,662681920,611109568,621622049.4,619923628.5,622094922.3,631777204.3,680904661.5
219,6,59,18436510004,18481984569,19363431273,19513481878,20402184922,20026608100,20082125100,21378896438,20875173586,,,19601076224,20090265600,20399636480,20499312640,19977857024,20464330737,20420538459,20049803838,20612948320,18958248900
220,6,61,1588033133,1560741077,1674363325,1961832701,2028862026,1969528468,2008235619,2001846165,1997437582,,,1929639680,2117371136,2172589056,2173169664,2013959808,2113114881,2120371774,2193737791,2210787932,1963130339
222,6,65,8823458050,9642970902,10035497633,10903900448,11546558561,12062635436,12196291906,12343393001,12187914880,,,11917818880,12329622528,12356828160,12094312448,12399927296,12265995038,12226122423,13349063617,13227827760,12149021595
223,6,67,7347395238,7172442073,7365818847,8039249277,8281644636,8468882593,8570676712,8546667576,8286071942,,,7372123648,8403814912,8734276608,7976094720,7874446848,8067271881,7949288737,8060799834,8372547700,7916186245
224,6,69,340429074.8,367836216.4,356186912.9,359298975.9,350418456.2,368560894.8,381089772.4,352913779.9,350735116.5,,,286876384,348960224,354115872,334508320,338256800,369188595.7,368760916.9,442329443.5,481543660.1,437033201.7
225,6,71,11101018850,11656005808,12741801627,13335451356,13926055190,14254550157,14825802707,14588195677,14348932618,,,13491885056,14469417984,14689025024,14410086400,14315791360,14273830520,14251965852,15195490415,15408649322,13951396789
226,6,73,16682656833,17362533810,18382473821,18771915887,19753142068,19591722867,19459827349,19105561820,18839379426,,,17933582336,18242772992,18744051712,18955460608,18658584576,19514615596,19438699627,19796270971,19563684763,16989097571
227,6,75,2470728111,2420435714,2490667675,2470002567,2456594020,2322130183,2456630037,2473096172,2408379742,,,1949484544,2233076224,2218286336,2158751232,2113961600,2173903162,2169931210,1976313855,1872003474,1540529415
228,6,77,3885850637,4222451242,4539858760,4803313057,4902251760,4857575472,4978474066,4814980258,4598629203,,,4506254848,4644476416,4646383104,4579625472,4635794944,4702933982,4698445030,4791845465,5039625989,4852757665
229,6,79,1430062051,1454869535,1534723183,1610322823,1615392454,1628576729,1659260515,1683059865,1608491502,,,1546996736,1581089792,1617525376,1719187584,1722978944,1801760641,1796986953,1861682434,1840115971,1664712072
230,6,81,4886623982,4777473812,4973646443,4784144447,4642953617,4675796957,4471620257,4499580789,4378958194,,,4789351936,4773010432,4784759808,4874019328,4924569600,4767467513,4766947524,4963094891,4861866063,4049393704
231,6,83,2150185268,2244473400,2235407734,2236125843,2246976119,2216818512,2174060455,2242779453,2165541258,,,2082827264,2023403648,2061224960,2064852864,2043596672,2071390234,2059057334,2079493126,2059366046,1911287720
232,6,85,10713686354,10981834499,11053339120,11036695773,10530337085,10718049735,11179872570,11081938200,10911706230,,,10974453760,11181366272,11277614080,10989822976,11206497280,11151660510,11047202366,11191306487,11048559081,9464538720
233,6,87,945513366.9,914511453,979845168.2,982191994.1,1001938096,961115664,979481113.5,953116864.2,934181210.9,,,875286528,952566720,951921984,936590656,881543168,905468520,902107251.3,889452636.7,775958514.7,857349247.9
234,6,89,970169479.5,997375216.6,1047187763,1081212654,1086375492,1061354081,1100140372,1081864730,1034098038,,,1009356160,1021836608,1012553152,1036367104,993763392,1076901322,1073981282,1093916338,1060056910,1030414864
235,6,91,23323081.36,26731651,27502695.25,27066611.5,28351201.8,27401572,27401572,27110849.5,25459252.8,,,42090588,39501300,40074696,43795968,44503044,63744706.96,63583054.02,62608394.16,64581438.16,35716069.74
236,6,93,491521011,518783378.6,544891983.8,556281078.8,557424267.8,514509164.8,549848930.1,571841913.9,520897504.4,,,434608320,478779744,477593120,501588544,507210272,518029199,516596243.9,558535309.6,554948226.5,520124638.6
237,6,95,3202437782,3220489255,3282795068,3611085416,3695287867,3713193824,3594914794,3613362315,3407671093,,,3518598912,3499618816,3512932608,3714972928,3842302208,3894573915,3883464939,4068069100,4076776462,3626856458
238,6,97,1667330901,1859253392,1900777891,1889308777,1936605285,1901402293,1908336865,1870913971,1794635148,,,1849662592,1823706368,1853758976,1856499328,1883535360,2022698511,2020761107,2046924190,2069222870,1782752105
239,6,99,1607760742,1623667562,1675952498,1794518882,2046938122,2110670439,2111286465,2101173077,1990388673,,,2115293696,2154454784,2147522816,2315901952,2082335360,2185258528,2175151343,2267864319,2403384581,2426877479
240,6,101,320027119.6,333974014.5,362300974.7,363947157.5,380050923,432406156,433811515.5,466253171.8,433637806.5,,,473821792,470310816,477626880,502290688,489351168,534434582.7,532891069.9,551486940.3,527581985,504767618.3
241,6,103,502018611.7,515596171.3,546084581.1,556114000,565367886,578203617.5,585792131.8,598705649.3,554941955.1,,,564459968,571455040,568545792,601222528,626826496,602558445.3,600912110.8,610806184,652469474,601710606.3
242,6,105,68034573.92,73920119.38,74870333,77687987,82957459.35,82676259.5,83361391.88,84397882.38,81917653.35,,,84395016,70818552,70015640,84320448,88830856,86027183.7,85792136.75,81253215.75,83075460,79373642.25
243,6,107,1431241640,1484878953,1554652754,1589692977,1658527470,1663299961,1692950176,1802992165,1756040786,,,1818918144,1853163776,1894482688,1815956864,1817970048,1967763711,1964778422,2082922274,2065073774,1956823046
244,6,109,106758056.1,116231585.5,129240641.8,116703822.5,120252301.2,110514535.8,121656525.8,125613901.4,115484455.8,,,245126080,236832608,242287728,228287344,229083440,230126214.9,229497454.8,233766929.1,215161273.1,232423662.8
245,6,111,4444908808,4618912200,4682697528,4802481937,4818132838,4570525238,4628808295,4645728412,4628095122,,,4282684160,4618208768,4635411968,4499591168,4659967488,4686038161,4677329643,4567698891,4532585727,4017886248
246,6,113,1169886730,1232221411,1329272773,1397738768,1410356957,1367971160,1390375920,1344984582,1287944607,,,1339416320,1364960128,1344843136,1329312640,1382325888,1502406012,1499596052,1473244627,1438348934,1306465073
247,6,115,255583682,262162162.5,270174562.2,293977570,304989410.4,317462911,314531158,310448414,297459363,,,361028608,356989088,350350560,348287264,343548736,359274018,358292395,375526691.3,405241722.3,356489673
248,8,1,2279700376,2410879551,2347557211,2451389560,2619246376,2785196465,2811619016,2894818844,2834945576,,,2892570368,2943094528,2986605568,3156330496,3303575040,3433026710,3502602415,3587946241,3650380440,3114285399
249,8,3,112512693.2,111368455.4,116635323.7,112346575.5,114114180,111028864.2,107406004.5,116187292.8,113610462.6,,,120231120,119309976,123764560,122394328,125231080,130392624,132393639.5,147945267.5,146492786.5,133421932.8
