b'"ST","NAICS","ESTAB_F","ESTAB","RCPTOT_N_F","RCPTOT_F","RCPTOT"
"28","44812",,196,"G",,8853
"28","44813",,87,"G",,2575
"28","44814",,128,"G",,4747
"28","44815",,195,"G",,6082
"28","44819",,207,"G",,9302
"28","4482",,48,"G",,2983
"28","44821",,48,"G",,2983
"28","4483",,253,"G",,7723
"28","44831",,238,"G",,7387
"28","44832",,15,"G",,336
"28","451",,732,"G",,28411
"28","4511",,485,"G",,21101
"28","45111",,163,"G",,12056
"28","45112",,98,"G",,3591
"28","45113",,169,"H",,3873
"28","45114",,55,"H",,1581
"28","4512",,247,"G",,7310
"28","45121",,220,"G",,6389
"28","451211",,85,"G",,3808
"28","451212",,135,"G",,2581
"28","45122",,27,"H",,921
"28","452",,320,"G",,21116
"28","453",,2633,"G",,133746
"28","4531",,336,"G",,12235
"28","45311",,336,"G",,12235
"28","4532",,584,"G",,18224
"28","45321",,74,"G",,4357
"28","45322",,510,"G",,13867
"28","4533",,428,"G",,12163
"28","45331",,428,"G",,12163
"28","4539",,1285,"G",,91124
"28","45391",,64,"H",,2630
"28","45392",,100,"H",,3569
"28","45393",,57,"G",,7952
"28","45399",,1064,"G",,76973
"28","454",,5574,"G",,120561
"28","4541",,315,"G",,8801
"28","45411",,315,"G",,8801
"28","4542",,221,"G",,6062
"28","45421",,221,"G",,6062
"28","4543",,5038,"G",,105698
"28","45431",,25,"H",,2963
"28","45439",,5013,"G",,102735
"28","481",,224,"G",,9438
"28","483",,66,"G",,4606
"28","484",,7639,"G",,632436
"28","4841",,6943,"G",,583607
"28","48411",,2401,"G",,159381
"28","48412",,4542,"G",,424226
"28","4842",,696,"G",,48829
"28","48-49",,10834,"G",,737255
"28","485",,469,"G",,16916
"28","4851",,7,"G",,112
"28","48511",,7,"G",,112
"28","4852",,15,"H",,1440
"28","48521",,15,"H",,1440
"28","4853",,188,"G",,6225
"28","4854",,22,"G",,199
"28","48541",,22,"G",,199
"28","4855",,39,"H",,1678
"28","48551",,39,"H",,1678
"28","4859",,198,"G",,7262
"28","48599",,198,"G",,7262
"28","486",,21,"H",,1510
"28","487",,41,"G",,630
"28","488",,1193,"G",,45556
"28","492",,1091,"G",,23388
"28","493",,90,"G",,2775
"28","4931",,90,"G",,2775
"28","51",,1367,"G",,40006
"28","511",,336,"G",,9306
"28","512",,256,"G",,6539
"28","5121",,164,"G",,5237
"28","5122",,92,"G",,1302
"28","515",,125,"H",,2986
"28","517",,207,"G",,7748
"28","518",,215,"G",,7213
"28","5182",,215,"G",,7213
"28","51821",,215,"G",,7213
"28","519",,228,"G",,6214
"28","5191",,228,"G",,6214
"28","52",,6652,"G",,343999
"28","522",,577,"G",,40211
"28","5221",,74,"G",,1690
"28","5222",,252,"G",,22442
"28","5223",,251,"G",,16079
"28","523",,1207,"G",,87391
"28","5231",,129,"G",,9102
"28","52311",,32,"G",,611
"28","52312",,75,"G",,6397
"28","52313","D",0,"D","D",0
"28","52314",,16,"G",,836
"28","5232","D",0,"D","D",0
"28","52321","D",0,"D","D",0
"28","5239",,1054,"G",,75897
"28","524",,4868,"G",,216397
"28","5241",,49,"H",,3728
"28","5242",,4819,"G",,212669
"28","52421",,3338,"G",,164717
"28","52429",,1481,"G",,47952
"28","53",,13399,"G",,950037
"28","531",,12773,"G",,901091
"28","5311",,5060,"G",,513272
"28","5312",,3787,"G",,142919
"28","53121",,3787,"G",,142919
"28","5313",,3926,"G",,244900
"28","53131",,806,"G",,40438
"28","53132",,451,"G",,23037
"28","53139",,2669,"G",,181425
"28","532",,606,"G",,47909
"28","5321",,151,"G",,7841
"28","5322",,156,"G",,7313
"28","53221",,9,"H",,269
"28","53222",,14,"G",,573
"28","53223",,39,"G",,1305
"28","53229",,94,"G",,5166
"28","5323",,39,"G",,2456
"28","53231",,39,"G",,2456
"28","5324",,260,"G",,30299
"28","533",,20,"G",,1037
"28","5331",,20,"G",,1037
"28","53311",,20,"G",,1037
"28","54",,16622,"G",,607232
"28","541",,16622,"G",,607232
"28","5411",,1982,"G",,106230
"28","5412",,2651,"G",,50234
"28","54121",,2651,"G",,50234
"28","541211",,261,"G",,13257
"28","541213",,806,"G",,13222
"28","541214",,35,"G",,466
"28","541219",,1549,"G",,23289
"28","5413",,1655,"G",,76002
"28","54131",,165,"G",,12222
"28","54132",,435,"G",,11064
"28","54133",,513,"G",,28848
"28","54134",,173,"G",,5582
"28","54135",,121,"G",,2735
"28","54136",,53,"G",,5367
"28","54137",,171,"G",,9385
"28","54138",,24,"H",,799
"28","5414",,770,"G",,22032
"28","5415",,1010,"G",,33169
"28","54151",,1010,"G",,33169
"28","5416",,3306,"G",,107945
"28","5417",,151,"G",,3976
"28","5418",,599,"G",,30357
"28","5419",,4498,"G",,177287
"28","54191",,107,"G",,2110
"28","54192",,609,"G",,13946
"28","54193",,79,"G",,1107
"28","54194",,132,"G",,5102
"28","54199",,3571,"G",,155022
"28","56",,18850,"G",,333276
"28","561",,18624,"G",,316176
"28","5611",,1536,"G",,20508
"28","56111",,1536,"G",,20508
"28","5612",,205,"G",,7499
"28","56121",,205,"G",,7499
"28","5613",,397,"G",,4911
"28","5614",,2010,"G",,51369
"28","56141",,775,"G",,9580
"28","56142",,116,"H",,1191
"28","56143",,136,"H",,3605
"28","56144",,78,"H",,4217
"28","56145","D",0,"D","D",0
"28","56149",,898,"G",,31486
"28","5615",,194,"G",,5847
"28","5616",,945,"G",,16672
"28","5617",,12565,"G",,188082
"28","56171",,104,"G",,3469
"28","56172",,7029,"G",,75749
"28","56173",,4310,"G",,76319
"28","56174",,262,"G",,7213
"28","56179",,860,"G",,25332
"28","5619",,772,"G",,21288
"28","562",,226,"G",,17100
"28","61",,3143,"G",,35326
"28","611",,3143,"G",,35326
"28","62",,14079,"G",,381620
"28","621",,6566,"G",,298560
"28","6211",,1493,"G",,138234
"28","62111",,1493,"G",,138234
"28","621111",,1319,"G",,127964
"28","621112",,174,"G",,10270
"28","6212",,210,"G",,15110
"28","62121",,210,"G",,15110
"28","6213",,2001,"G",,87667
"28","62131",,74,"G",,6104
"28","62132",,103,"G",,12196
"28","62133",,322,"G",,11624
"28","62134",,385,"G",,19244
"28","62139",,1117,"G",,38499
"28","621391",,22,"H",,2909
"28","621399",,1095,"G",,35590
"28","6214",,109,"H",,5999
"28","6215",,149,"G",,7782
"28","62151",,149,"G",,7782
"28","6216",,2186,"G",,30679
"28","62161",,2186,"G",,30679
"28","6219",,418,"G",,13089
"28","623",,775,"G",,14509
"28","624",,6738,"G",,68551
"28","6241",,825,"G",,12568
"28","6242",,58,"G",,852
"28","6243",,76,"G",,1597
"28","62431",,76,"G",,1597
"28","6244",,5779,"G",,53534
"28","62441",,5779,"G",,53534
"28","71",,4999,"G",,100259
"28","711",,4093,"G",,65184
"28","7111",,285,"G",,4402
"28","7112",,860,"G",,13394
"28","71121",,860,"G",,13394
"28","7113",,183,"G",,4908
"28","7114",,133,"G",,3772
"28","71141",,133,"G",,3772
"28","7115",,2632,"G",,38708
"28","71151",,2632,"G",,38708
"28","712","D",0,"D","D",0
"28","7121","D",0,"D","D",0
"28","713",,869,"G",,33952
"28","7131",,74,"H",,4405
"28","7132",,67,"G",,4112
"28","7139",,728,"G",,25435
"28","72",,2914,"G",,135317
"28","721",,389,"G",,26458
"28","7211",,197,"G",,19407
"28","7212",,86,"H",,4056
"28","72121",,86,"H",,4056
"28","7213",,106,"G",,2995
"28","72131",,106,"G",,2995
"28","722",,2525,"G",,108859
"28","7221",,456,"G",,47244
"28","72211",,456,"G",,47244
"28","7222",,481,"G",,23881
"28","72221",,481,"G",,23881
"28","7223",,1219,"G",,24465
"28","7224",,369,"G",,13269
"28","72241",,369,"G",,13269
"28","81",,29980,"G",,692349
"28","811",,7795,"G",,263737
"28","8111",,4229,"G",,153985
"28","81111",,1920,"G",,71396
"28","81112",,1142,"G",,47868
"28","81119",,1167,"G",,34721
"28","8112",,457,"G",,15530
"28","81121",,457,"G",,15530
"28","8113",,721,"G",,30799
"28","81131",,721,"G",,30799
"28","8114",,2388,"G",,63423
"28","81141",,447,"G",,12006
"28","81142",,239,"G",,5238
"28","81143",,26,"H",,542
"28","81149",,1676,"G",,45637
"28","812",,18636,"G",,380449
"28","8121",,9980,"G",,192672
"28","81211",,9115,"G",,178222
"28","812111",,1281,"G",,23795
"28","812112",,6894,"G",,123602
"28","812113",,940,"G",,30825
"28","81219",,865,"G",,14450
"28","8122",,258,"G",,8829
"28","81221",,208,"G",,7324
"28","81222",,50,"G",,1505
"28","8123",,339,"G",,13202
"28","81231",,192,"G",,9591
"28","81232",,135,"H",,3467
"28","81233",,12,"H",,144
"28","8129",,8059,"G",,165746
"28","81291",,308,"G",,6535
"28","81292",,87,"G",,1368
"28","81293",,30,"H",,627
"28","81299",,7634,"G",,157216
"28","813",,3549,"G",,48163
"29","00",,394913,"G",,15995017
"29","11",,5269,"G",,233925
"29","113",,1767,"G",,112552
"29","114",,620,"G",,13864
"29","1141",,390,"G",,6632
"29","11411",,390,"G",,6632
"29","1142",,230,"G",,7232
"29","11421",,230,"G",,7232
"29","115",,2882,"G",,107509
"29","1151",,1407,"G",,53241
"29","11511",,1407,"G",,53241
"29","1152",,1265,"G",,46322
"29","11521",,1265,"G",,46322
"29","1153",,210,"G",,7946
"29","11531",,210,"G",,7946
"29","21",,435,"G",,26505
"29","211",,321,"G",,17543
"29","2111",,321,"G",,17543
"29","21111",,321,"G",,17543
"29","212",,65,"H",,7220
"29","2121",,7,"H",,362
"29","21211",,7,"H",,362
"29","2122","S",0,"S","S",0
"29","2123",,52,"H",,6745
"29","213",,49,"G",,1742
"29","2131",,49,"G",,1742
"29","21311",,49,"G",,1742
"29","22",,329,"G",,9123
"29","221",,329,"G",,9123
"29","23",,59859,"G",,3042540
"29","236",,17164,"G",,1246178
"29","2361",,14876,"G",,1119123
"29","2362",,2288,"G",,127055
"29","237",,1532,"G",,144199
"29","2371",,220,"G",,14950
"29","2372",,508,"G",,78221
"29","23721",,508,"G",,78221
"29","2373",,149,"G",,8159
"29","23731",,149,"G",,8159
"29","2379",,655,"G",,42869
"29","23799",,655,"G",,42869
"29","238",,41163,"G",,1652163
"29","2381",,7406,"G",,332374
"29","2382",,5637,"G",,243913
"29","23821",,2331,"G",,78068
"29","23822",,2807,"G",,145011
"29","23829",,499,"G",,20834
"29","2383",,15237,"G",,515194
"29","2389",,12883,"G",,560682
"29","311",,501,"G",,15831
"29","3111",,49,"G",,2955
"29","31111",,49,"G",,2955
"29","3112",,10,"H",,361
"29","3113",,24,"H",,455
"29","3114",,44,"H",,1271
"29","3115",,22,"H",,262
"29","3116",,81,"G",,3241
"29","31161",,81,"G",,3241
"29","3117","D",0,"D","D",0
"29","31171","D",0,"D","D",0
"29","3118",,153,"G",,3685
"29","3119",,116,"G",,3580
"29","312",,43,"G",,1231
"29","313",,47,"H",,691
"29","31-33",,5987,"G",,259340
"29","314",,86,"H",,539
"29","315",,467,"G",,11377
"29","316",,119,"G",,3824
"29","3161",,41,"H",,1011
"29","31611",,41,"H",,1011
"29","3162","D",0,"D","D",0
"29","31621","D",0,"D","D",0
"29","3169",,68,"G",,2573
"29","31699",,68,"G",,2573
"29","321",,761,"G",,44833
"29","322",,17,"G",,876
"29","323",,520,"G",,21658
"29","3231",,520,"G",,21658
"29","324",,24,"G",,273
"29","3241",,24,"G",,273
"29","325",,170,"G",,7555
"29","3251",,15,"H",,694
"29","3252","D",0,"D","D",0
"29","3253",,15,"G",,786
"29","3254",,34,"H",,561
"29","32541",,34,"H",,561
"29","3255",,27,"G",,1601
"29","3256",,42,"G",,543
"29","3259",,34,"G",,2529
"29","326",,89,"G",,3809
"29","327",,169,"G",,6999
"29","3271",,44,"G",,807
"29","3272",,53,"G",,1084
"29","32721",,53,"G",,1084
"29","3273",,48,"G",,2861
"29","3274","D",0,"D","D",0
"29","3279",,22,"H",,2089
"29","331",,71,"G",,4662
"29","332",,718,"G",,39153
"29","333",,278,"G",,16376
"29","334",,123,"G",,3760
"29","335",,106,"G",,5201
"29","336",,111,"G",,7830
"29","337",,335,"G",,12518
"29","339",,1232,"G",,50344
"29","3391",,88,"G",,4533
"29","33911",,88,"G",,4533
"29","3399",,1144,"G",,45811
"29","42",,6411,"G",,451694
"29","423",,3417,"G",,260710
"29","4231",,305,"G",,37144
"29","4232",,231,"G",,14573
"29","4233",,169,"G",,14484
"29","4234",,167,"G",,18518
"29","4235",,72,"H",,8304
"29","4236",,138,"G",,8932
"29","4237",,84,"G",,8357
"29","4238",,347,"G",,39886
"29","4239",,1904,"G",,110512
"29","42391",,223,"G",,14503
"29","42392",,185,"G",,5652
"29","42393",,235,"G",,15863
"29","42394",,297,"G",,12321
"29","42399",,964,"G",,62173
"29","424",,2318,"G",,145591
"29","4241",,103,"G",,6402
"29","4242",,55,"H",,2114
"29","42421",,55,"H",,2114
"29","4243",,282,"G",,12419
"29","4244",,392,"G",,36891
"29","4245",,116,"G",,8250
"29","4246",,67,"G",,5206
"29","4247",,45,"H",,5920
"29","4248",,51,"G",,3868
"29","4249",,1207,"G",,64521
"29","42491",,90,"G",,8629
"29","42492",,259,"G",,7805
"29","42493",,136,"G",,4925
"29","42494","D",0,"D","D",0
"29","42495",,24,"H",,607
"29","42499",,689,"G",,41506
"29","425",,676,"G",,45393
"29","4251",,676,"G",,45393
"29","42511",,94,"H",,7125
"29","42512",,582,"G",,38268
"29","441",,4290,"G",,574346
"29","4411",,2766,"G",,448061
"29","44112",,2766,"G",,448061
"29","4412",,813,"G",,71785
"29","44121",,72,"G",,6481
"29","44122",,741,"G",,65304
"29","441221",,125,"G",,8221
"29","441222",,83,"H",,13314
"29","441229",,533,"G",,43769
"29","4413",,711,"G",,54500
"29","442",,792,"G",,41880
"29","4421",,324,"G",,18387
"29","44211",,324,"G",,18387
"29","4422",,468,"G",,23493
"29","443",,596,"G",,32422
"29","4431",,596,"G",,32422
"29","44311",,397,"G",,20054
"29","443111",,143,"G",,8503
"29","443112",,254,"G",,11551
"29","44312",,171,"G",,10575
"29","44313",,28,"H",,1793
"29","444",,852,"G",,65520
"29","4441",,592,"G",,51007
"29","44411",,45,"G",,2538
"29","44412",,35,"H",,1547
"29","44413",,132,"G",,10916
"29","44419",,380,"G",,36006
"29","4442",,260,"G",,14513
"29","44-45",,40934,"G",,1637869
"29","445",,1492,"G",,92306
"29","4451",,554,"G",,35575
"29","4452",,755,"G",,34976
"29","44521",,60,"H",,3820
"29","44522",,21,"G",,1037
"29","44523",,123,"G",,7906
"29","44529",,551,"G",,22213
"29","4453",,183,"G",,21755
"29","44531",,183,"G",,21755
"29","446",,2902,"G",,48049
"29","4461",,2902,"G",,48049
"29","44611",,122,"G",,3500
"29","44612",,1877,"G",,20712
"29","44613",,42,"G",,2655
"29","44619",,861,"G",,21182
"29","447",,214,"G",,28295
"29","4471",,214,"G",,28295
"29","448",,1976,"G",,62225
"29","4481",,1227,"G",,41302
"29","44811",,54,"G",,2163
"29","44812",,213,"G",,7962
"29","44813",,93,"G",,1720
"29","44814",,214,"G",,6988
"29","44815",,260,"G",,8019
"29","44819",,393,"G",,14450
"29","4482",,67,"G",,3567
"29","44821",,67,"G",,3567
"29","4483",,682,"G",,17356
"29","44831",,652,"G",,16571
"29","44832",,30,"G",,785
"29","451",,1994,"G",,71773
"29","4511",,1478,"G",,57948
"29","45111",,610,"G",,31036
"29","45112",,347,"G",,13617
"29","45113",,375,"G",,6109
"29","45114",,146,"H",,7186
"29","4512",,516,"G",,13825
"29","45121",,447,"G",,12059
"29","451211",,194,"G",,6707
"29","451212",,253,"G",,5352
"29","45122",,69,"H",,1766
"29","452",,731,"G",,30072
"29","453",,6482,"G",,233658
"29","4531",,402,"G",,15057
"29","45311",,402,"G",,15057
"29","4532",,1236,"G",,34701
"29","45321",,108,"G",,4409
"29","45322",,1128,"G",,30292
"29","4533",,1728,"G",,37874
"29","45331",,1728,"G",,37874
"29","4539",,3116,"G",,146026
"29","45391",,268,"G",,10083
"29","45392",,210,"G",,6908
"29","45393",,51,"G",,5011
"29","45399",,2587,"G",,124024
"29","454",,18613,"G",,357323
"29","4541",,1663,"G",,60271
"29","45411",,1663,"G",,60271
"29","4542",,694,"G",,18693
"29","45421",,694,"G",,18693
"29","4543",,16256,"G",,278359
"29","45431",,60,"G",,6745
"29","45439",,16196,"G",,271614
"29","481",,355,"G",,21959
"29","483",,68,"G",,9455
"29","484",,12582,"G",,1190401
"29","4841",,11231,"G",,1087215
"29","48411",,3072,"G",,196854
"29","48412",,8159,"G",,890361
"29","4842",,1351,"G",,103186
"29","48-49",,21285,"G",,1465237
"29","485",,2051,"G",,60194
"29","4851",,14,"G",,371
"29","48511",,14,"G",,371
"29","4852",,27,"H",,1283
"29","48521",,27,"H",,1283
"29","4853",,1380,"G",,35176
"29","4854",,93,"G",,2552
"29","48541",,93,"G",,2552
"29","4855",,45,"G",,1699
"29","48551",,45,"G",,1699
"29","4859",,492,"G",,19113
"29","48599",,492,"G",,19113
"29","486",,8,"G",,715
"29","487",,43,"H",,1396
"29","488",,1752,"G",,78593
"29","492",,4238,"G",,96735
"29","493",,188,"G",,5789
"29","4931",,188,"G",,5789
"29","51",,4563,"G",,122610
"29","511",,1161,"G",,29603
"29","512",,899,"G",,18211
"29","5121",,612,"G",,13486
"29","5122",,287,"G",,4725
"29","515",,297,"G",,7022
"29","517",,523,"G",,20646
"29","518",,752,"G",,22432
"29","5182",,752,"G",,22432
"29","51821",,752,"G",,22432
"29","519",,931,"G",,24696
"29","5191",,931,"G",,24696
"29","52",,15372,"G",,786544
"29","522",,1754,"G",,74418
"29","5221",,214,"G",,2608
"29","5222",,598,"G",,41324
"29","5223",,942,"G",,30486
"29","523",,4719,"G",,326219
"29","5231",,603,"G",,73497
"29","52311",,130,"G",,16138
"29","52312",,396,"G",,30579
"29","52313",,15,"G",,22109
"29","52314",,62,"G",,4671
"29","5232",,19,"H",,1065
"29","52321",,19,"H",,1065
"29","5239",,4097,"G",,251657
"29","524",,8899,"G",,385907
"29","5241",,48,"G",,1730
"29","5242",,8851,"G",,384177
"29","52421",,6273,"G",,292428
"29","52429",,2578,"G",,91749
"29","53",,42960,"G",,3099673
"29","531",,41139,"G",,2967494
"29","5311",,15298,"G",,1806782
"29","5312",,14589,"G",,449585
"29","53121",,14589,"G",,449585
"29","5313",,11252,"G",,711127
"29","53131",,2233,"G",,124737
"29","53132",,895,"G",,34166
"29","53139",,8124,"G",,552224
"29","532",,1799,"G",,130534
"29","5321",,481,"G",,22615
"29","5322",,319,"G",,10447
"29","53221",,18,"G",,1062
"29","53222",,17,"G",,657
"29","53223",,66,"H",,1771
"29","53229",,218,"G",,6957
"29","5323",,67,"G",,4337
"29","53231",,67,"G",,4337
"29","5324",,932,"G",,93135
"29","533",,22,"G",,1645
"29","5331",,22,"G",,1645
"29","53311",,22,"G",,1645
"29","54",,43073,"G",,1519592
"29","541",,43073,"G",,1519592
"29","5411",,3550,"G",,190751
"29","5412",,5414,"G",,89706
"29","54121",,5414,"G",,89706
"29","541211",,521,"G",,19869
"29","541213",,1479,"G",,19332
"29","541214",,95,"G",,1613
"29","541219",,3319,"G",,48892
"29","5413",,3220,"G",,157332
"29","54131",,624,"G",,49805
"29","54132",,601,"G",,19433
"29","54133",,1121,"G",,65855
"29","54134",,384,"G",,10329
"29","54135",,232,"G",,5154
"29","54136",,43,"G",,1175
"29","54137",,113,"G",,3021
"29","54138",,102,"G",,2560
"29","5414",,2802,"G",,76800
"29","5415",,3993,"G",,150784
"29","54151",,3993,"G",,150784
"29","5416",,8586,"G",,301003
"29","5417",,724,"G",,20285
"29","5418",,2276,"G",,105255
"29","5419",,12508,"G",,427676
"29","54191",,417,"G",,16336
"29","54192",,2040,"G",,40085
"29","54193",,412,"G",,7282
"29","54194",,274,"G",,16287
"29","54199",,9365,"G",,347686
"29","56",,31622,"G",,607130
"29","561",,31109,"G",,571294
"29","5611",,2684,"G",,37565
"29","56111",,2684,"G",,37565
"29","5612",,493,"G",,12234
"29","56121",,493,"G",,12234
"29","5613",,765,"G",,19929
"29","5614",,3949,"G",,86541
"29","56141",,1267,"G",,16647
"29","56142",,300,"G",,3399
"29","56143",,284,"G",,9490
"29","56144",,139,"G",,4219
"29","56145",,12,"G",,143
"29","56149",,1947,"G",,52643
"29","5615",,599,"G",,18926
"29","5616",,1641,"G",,24674
"29","5617",,19187,"G",,327514
"29","56171",,256,"G",,10965
"29","56172",,10138,"G",,125230
"29","56173",,6344,"G",,128360
"29","56174",,456,"G",,13303
"29","56179",,1993,"G",,49656
"29","5619",,1791,"G",,43911
"29","562",,513,"G",,35836
"29","61",,7903,"G",,84077
"29","611",,7903,"G",,84077
"29","62",,28570,"G",,720625
"29","621",,11753,"G",,500695
"29","6211",,2728,"G",,188053
"29","62111",,2728,"G",,188053
"29","621111",,2210,"G",,156224
"29","621112",,518,"G",,31829
"29","6212",,381,"G",,33514
"29","62121",,381,"G",,33514
"29","6213",,5053,"G",,189977
"29","62131",,596,"G",,25324
"29","62132",,219,"G",,18026
"29","62133",,1306,"G",,48054
"29","62134",,951,"G",,30454
"29","62139",,1981,"G",,68119
"29","621391",,28,"G",,1352
"29","621399",,1953,"G",,66767
"29","6214",,190,"G",,13613
"29","6215",,445,"G",,23643
"29","62151",,445,"G",,23643
"29","6216",,2297,"G",,34529
"29","62161",,2297,"G",,34529
"29","6219",,659,"G",,17366
"29","623",,404,"G",,11097
"29","624",,16413,"G",,208833
"29","6241",,1776,"G",,30394
"29","6242",,102,"G",,1201
"29","6243",,159,"G",,4728
"29","62431",,159,"G",,4728
"29","6244",,14376,"G",,172510
"29","62441",,14376,"G",,172510
"29","71",,17850,"G",,303106
"29","711",,14992,"G",,218241
"29","7111",,905,"G",,13797
"29","7112",,3234,"G",,35503
"29","71121",,3234,"G",,35503
"29","7113",,557,"G",,18081
"29","7114",,372,"G",,7528
"29","71141",,372,"G",,7528
"29","7115",,9924,"G",,143332
"29","71151",,9924,"G",,143332
"29","712",,97,"G",,1206
"29","7121",,97,"G",,1206
"29","713",,2761,"G",,83659
"29","7131",,112,"G",,4324
"29","7132",,121,"G",,8893
"29","7139",,2528,"G",,70442
"29","72",,4810,"G",,258833
"29","721",,1060,"G",,62401
"29","7211",,632,"G",,45399
"29","7212",,206,"G",,10337
"29","72121",,206,"G",,10337
"29","7213",,222,"G",,6665
"29","72131",,222,"G",,6665
"29","722",,3750,"G",,196432
"29","7221",,612,"G",,60926
"29","72211",,612,"G",,60926
"29","7222",,639,"G",,61208
"29","72221",,639,"G",,61208
"29","7223",,2002,"G",,42612
"29","7224",,497,"G",,31686
"29","72241",,497,"G",,31686
"29","81",,57681,"G",,1366594
"29","811",,14560,"G",,512222
"29","8111",,6939,"G",,299605
"29","81111",,3161,"G",,136963
"29","81112",,2144,"G",,96984
"29","81119",,1634,"G",,65658
"29","8112",,874,"G",,25246
"29","81121",,874,"G",,25246
"29","8113",,1127,"G",,53795
"29","81131",,1127,"G",,53795
"29","8114",,5620,"G",,133576
"29","81141",,830,"G",,23449
"29","81142",,495,"G",,11958
"29","81143",,68,"G",,2721
"29","81149",,4227,"G",,95448
"29","812",,37460,"G",,781006
"29","8121",,17901,"G",,381252
"29","81211",,15431,"G",,337131
"29","812111",,1725,"G",,38205
"29","812112",,11088,"G",,224586
"29","812113",,2618,"G",,74340
"29","81219",,2470,"G",,44121
"29","8122",,340,"G",,13606
