Fips_Txt,True_Fips,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
48005,48005,2524000,2537214,2579593,2686277,2689237,2828202,2928922,3044334,3023272,3072683,3148910,3261229,3136589,3109270,3029164,2865538,2900544,3015825,3085230,2996772,2908393
48007,48007,515665,529036,552049,543143,532653,617480,644592,605999,592928,572268,577711,645587,633652,671466,690991,657369,616037,619307,653121,652135,701313
48009,48009,244156,279021,255389,267247,255402,304797,296814,301176,304546,320985,339190,382044,402770,408656,376830,343890,333898,339652,340175,345597,329973
48011,48011,53462,63353,63857,66333,68958,73556,70150,55638,43311,55156,42579,40973,51119,50887,50944,45935,49415,65327,64907,49916,44698
48013,48013,983900,1022865,1001719,984102,965666,1051391,1042609,1052070,1079904,1184937,1522414,2396145,3113806,4021332,4485589,3957869,3992503,4155178,4650805,3882655,3713764
48015,48015,871435,869115,906281,975654,1047412,1191624,1350821,1269919,1196424,1260244,1166737,1168407,1171724,1178407,1176410,1182578,1245168,1324691,1355487,1382277,1534303
48017,48017,319622,289398,305261,315705,367415,378249,332850,311314,246779,372157,352621,348886,339362,405084,403505,371804,416464,414351,432768,453065,416086
48019,48019,246318,277868,278216,299311,321437,327893,301672,302772,314154,332394,344259,328970,393902,345963,352064,352071,343706,357940,378376,392127,398838
48021,48021,1151430,1299714,1322560,1339119,1398715,1514913,1589565,1566253,1617547,1582940,1697860,1731745,1725406,1769839,1847324,1863344,1982837,2098834,2184542,2252314,2311239
48023,48023,102998,111100,112978,112960,112031,127889,114917,125687,111168,110876,117008,123378,136106,139416,163406,153863,155058,160365,165271,180026,169015
48025,48025,963545,989380,954298,906925,919662,924808,960622,928956,937141,864583,863578,909986,948299,929843,876245,820038,772203,763052,789597,756814,736410
48027,48027,9847128,10212302,10696347,11188935,12085741,13196928,13894339,14706752,14816924,14684035,15017425,14890575,14464555,14348733,14880427,14413520,14629243,14782056,15086891,15433508,15997631
48029,48029,59485454,60663249,63119440,65441562,67951160,71777137,73871891,74259422,72659015,75129615,77816167,78481774,80097665,83327859,87713071,90181543,90482594,94848108,95837054,94028344,99059995
48031,48031,202985,217261,212399,221023,215609,219714,219781,221370,233311,240693,242259,275766,280408,304412,322392,321814,333874,353245,383253,402324,418063
48033,48033,262908,385556,281554,292341,286392,324171,357624,331726,421746,392525,411601,481559,467545,388298,409418,479021,480589,574644,882616,786662,710857
48035,48035,383490,437199,434994,434309,454088,426511,402372,408438,411731,427338,466414,500517,522903,524282,532246,526071,517773,522662,536360,551714,553558
48037,48037,2938069,3043259,3083931,3186508,3318786,3437348,3441828,3494694,3452090,3465742,3503791,3479801,3350880,3258267,3296661,3324709,3281428,3263566,3233389,3206305,3264393
48039,48039,11018903,10908187,10249461,10063066,10005176,10880117,11446779,11039526,10975390,12514281,12891571,13637114,14729993,14638964,15356632,15783630,14859960,15464112,14972229,14980037,15108441
48041,48041,5344624,5499923,5774085,5991649,6250929,6591942,6740258,6817521,7257437,7381623,7357999,7718806,8154730,8560762,8902326,8963449,9107397,9487291,9733599,9761216,10284429
48043,48043,320134,322369,358103,367343,347922,354587,318569,315545,327135,341962,338591,334677,343144,345829,340979,332920,332054,356140,369006,369745,393341
48045,48045,53313,54586,57968,50378,61171,50132,60124,39794,60745,72425,43310,36765,61667,37242,60032,86645,96380,104391,102447,89673,108559
48047,48047,939800,1615775,1209066,994588,908907,796766,725258,590596,609313,448708,411301,380304,372093,441625,413529,348414,367957,354047,345793,341190,336275
48049,48049,1109295,1156379,1186588,1262189,1317108,1285673,1226635,1202386,1217201,1209786,1203454,1160138,1168830,1212004,1251479,1262064,1307605,1316490,1316371,1293473,1314620
48051,48051,678471,735917,627063,586618,590417,627454,614061,630491,659747,654342,709965,705390,703954,886674,1134882,1089494,1276326,1564951,1754502,1647977,1355101
48053,48053,857960,911069,939548,1018603,1045093,1135243,1155590,1187231,1144288,1164357,1171006,1227453,1239455,1314907,1315365,1336646,1394342,1436788,1510823,1572312,1649487
48055,48055,483511,524594,532371,541372,553865,575237,584089,603809,676330,722905,865006,936650,925574,887729,851863,818376,853027,908162,917151,955706,984295
48057,48057,1865022,1916877,1651212,2733153,2750863,3437171,1927923,1899016,1844864,2080548,2034110,1935159,3167015,2504048,2259407,2363204,2766602,3402793,3396793,3163804,3091920
48059,48059,210351,224051,215085,205242,205844,218979,230446,247616,265203,243449,248862,256012,253197,253903,241482,241208,256962,290349,295746,290003,296324
48061,48061,7386716,7747059,7869778,7991176,8189873,8625583,8565825,8624999,8598106,8974013,9232080,9327236,9440373,9442835,9454224,9689054,9661170,9823716,10072582,10129653,10741407
48063,48063,309785,335247,318130,319697,312503,307102,302773,327144,339494,373009,340187,351233,367396,359276,410574,360704,347893,347075,320925,333492,356367
48065,48065,843893,850327,820231,798580,824777,812443,875615,772160,715358,770830,751658,732769,723715,746583,819810,901137,966651,986079,1015546,948265,1044263
48067,48067,857179,796648,695439,717606,715825,733416,727894,674323,678709,699622,701583,699844,725319,707318,692721,687811,737302,788760,818890,856357,881965
48069,48069,398985,501729,559550,470029,593645,605637,544989,549577,433041,695283,697698,561043,455980,748236,890988,858406,917523,822856,817502,826761,735542
48071,48071,1412295,1532612,1610616,1810639,1755371,2428635,1786071,1652959,1737818,1942704,1772916,2049262,2223336,2342126,2746813,3087143,2792419,2866167,2453693,2449498,2343913
48073,48073,1343466,1403147,1352095,1324021,1357692,1455810,1408840,1477229,1574569,1461991,1355371,1399471,1357225,1355432,1363298,1399726,1361759,1343807,1339150,1342933,1379747
48075,48075,164459,173853,180424,182617,184273,178475,186579,193111,200619,174554,189100,156587,185786,174503,184494,195191,196874,200352,204706,211578,223075
48077,48077,252378,254058,230205,220609,215247,225706,216650,222120,234275,210189,206691,224968,224250,227363,239813,249066,245229,249609,256657,254619,246522
48079,48079,328067,401047,299785,336163,360616,426012,461225,403815,501311,547903,451926,519130,479471,359465,363539,376583,403356,341759,396940,406652,418696
48081,48081,153513,157633,136710,125974,120082,130799,134785,137734,177345,172017,154349,174221,178493,157797,157027,146343,131721,136204,127958,129089,234644
48083,48083,206034,213783,213825,216352,217019,228766,209485,221488,233881,233465,238625,234439,220236,215284,211291,209623,210778,215415,219909,221099,229181
48085,48085,18561726,21012612,22775299,25309448,28959409,33173018,35263052,36578177,35238123,36416990,39315089,42783345,45111721,48042251,52123618,56132046,58708486,62389788,63751719,65635743,71341415
48087,48087,105411,115215,128256,112192,114628,107969,97140,69158,79672,86591,68746,72406,89038,75953,75630,77902,73940,75592,72964,74264,77230
48089,48089,773046,817385,786993,781854,780629,883074,867945,803471,801424,759530,758304,767846,1017902,974644,880774,836453,852443,801972,834977,812875,868491
48091,48091,2588110,2723793,2819208,3058634,3316997,3522851,3668920,3772941,3637030,3722307,3872909,4064419,4425113,4624612,4981425,5133280,5322343,5584159,5862486,6078089,6566927
48093,48093,336590,391177,359423,374314,368109,389065,335639,308901,320261,349407,342023,298633,300687,376766,332770,347606,366502,365587,416048,442545,418044
48095,48095,142075,146109,125209,125844,124080,121334,133155,114982,118999,114929,124711,122171,148743,128821,121807,114863,104204,109805,119622,136378,139977
48097,48097,1231861,1230190,1373015,1320364,1214840,1586897,1813664,1850076,1544989,1902541,2392724,2710139,2946451,3183226,3304167,3079654,2876394,2550922,2243214,1975276,2144659
48099,48099,888072,926411,988551,1014467,1079252,1144230,1099878,1161549,1165450,1214158,1187558,1262008,1245371,1242392,1308335,1412309,1524250,1518274,1476090,1485109,1537896
48101,48101,99819,115006,111281,101738,101421,100575,111490,88165,102926,87601,68042,63864,58701,59714,66201,67741,97089,89758,67835,76258,86435
48103,48103,1303553,1568807,1230467,1209293,1165279,1278473,1447948,1339175,1571653,1313254,1292231,1539196,1587509,1476899,1497759,1390537,1196184,1040265,1190166,1157432,1044081
48105,48105,1408582,1576430,1440119,1294622,1298342,1421347,1423254,1280616,1451072,1089674,993649,1149754,1405949,1701828,1825989,1779179,1727147,1368848,1337385,1403558,1187371
48107,48107,147191,168274,173385,218187,237603,206857,219218,174801,241181,299570,188736,225627,330013,265208,272310,289678,304615,291382,317683,299971,329731
48109,48109,76717,82111,78873,83406,87405,89732,92172,116060,144616,128069,134918,217549,313861,561954,880467,1188019,1464814,1549054,2145732,2693707,2577980
48111,48111,432747,425723,397118,454491,426315,422576,454941,480967,509605,533243,554588,604480,599383,717225,915453,858374,878922,761322,783822,775937,729600
48113,48113,163214806,164544264,163826232,170840601,174344082,185166422,187862978,187547751,177767016,182450505,189977425,194258511,199249886,205383360,216201170,222697886,228099541,236377335,246221845,241901337,257870247
48115,48115,634170,760640,673326,676408,679174,689398,821464,660087,773213,861303,706992,830099,962943,757439,751625,754464,847837,911619,841436,885824,799174
48117,48117,1018786,916430,938004,808558,854799,819646,934113,878533,837239,1155601,1231748,1084503,971064,1463407,1758372,1935195,1829974,1745746,1635144,1608054,1488413
48119,48119,100129,110494,95807,84211,74578,78095,71206,70853,72516,71785,78323,83356,95788,110901,116211,133943,109707,100532,102229,107002,100636
48121,48121,11667924,12927142,13679694,14886471,16446974,17927472,18899076,19248296,19418867,19586458,20269416,21336311,22803464,24756191,26705082,28377505,30280682,31446463,33230943,34968093,37848696
48123,48123,603825,570984,572651,580780,698045,742295,785706,858865,927825,845143,1572815,3373404,5006695,6816030,9849247,8677620,7434400,6649020,6693584,5825618,5342460
48125,48125,91933,138471,129624,144793,138868,150577,170949,149940,164971,165849,159000,166854,148630,137796,130112,139250,138586,138697,135143,131127,130778
48127,48127,224636,241131,245892,241859,252079,320430,321440,307787,344792,526518,1126022,2394498,4048777,5002399,6071334,5422301,5634194,5510647,6147752,4941451,3810381
48129,48129,120423,109261,115659,116138,125585,125580,99945,90538,88029,114725,107583,94188,125068,107686,130949,118608,146926,153476,139728,140652,147287
48131,48131,898657,1021850,996391,970903,866076,820365,939883,867400,808827,610797,516292,505752,517073,500453,460568,406504,405645,418577,411342,389958,385716
48133,48133,543411,572934,553949,541148,532405,543216,547942,550787,560208,627321,767737,868781,802421,778199,674830,589323,640395,807632,831884,831309,797748
48135,48135,5659756,6106055,5827785,6067630,6238823,7264292,7990738,8655570,8842289,9318819,10941179,12954241,13295751,13342124,11962099,10386145,11152121,12898132,13456927,11432822,11097612
48137,48137,268066,257735,251834,201317,200526,205091,184466,160113,151605,117820,103964,92635,102693,104742,115476,100722,100476,97318,84172,96511,92427
48139,48139,3414511,3567594,3607655,3881995,3957597,4181109,4605722,4418219,4169711,4366710,4692900,4884796,4874274,4867792,5000529,5211571,5392338,5809680,5856609,5831532,6108972
48141,48141,20010622,20843134,20857054,22120648,22619036,23242953,23654126,22997159,23346779,25196072,26443013,27203793,26833973,26350024,26686911,26981360,27598908,28521867,29849124,29550566,30648707
48143,48143,1046872,1115218,1013554,1010565,1014918,1077338,1063251,1120184,1116499,1189956,1187438,1207761,1259667,1402533,1322747,1275203,1346526,1414245,1506967,1486989,1457131
48145,48145,332436,355252,365292,369317,344474,336231,329548,315300,338105,351880,350401,345093,366994,356958,388282,366386,351960,367718,373610,393579,393114
48147,48147,682215,632637,638776,634286,617350,609558,559528,576055,581671,594386,616058,604907,624568,637242,669749,701926,728840,807362,842931,836558,859117
48149,48149,1832514,1785995,1792458,1633958,1519328,1572289,1643276,1590940,1573430,1537266,1575985,1562017,1777405,1781563,1684843,1609560,1712071,1655155,1693764,1646650,1751625
48151,48151,135937,141418,134995,135074,147507,139391,168169,152022,177811,223036,251507,220370,235240,217568,215123,215145,209787,276279,262991,278721,348454
48153,48153,255531,269036,265333,301058,343230,317174,357217,222187,262317,374310,225174,184070,218945,149010,171891,222462,311721,296991,335043,267761,332592
48155,48155,53264,49008,55648,48422,42206,37187,49570,39015,41251,34478,34154,42013,45106,44806,36843,31233,32053,45033,57338,102477,103704
48157,48157,12175986,13067363,13210227,13934565,15206333,16690027,17819834,18092384,17542574,18496687,18923657,20071696,22908507,25209812,28644049,24485721,25465167,27140348,28117662,28175526,29083534
48159,48159,298436,332302,311776,313181,311793,304494,296261,290994,288135,294471,277166,335182,364154,389034,427894,420121,443216,444763,421511,424552,433868
48161,48161,2607766,3162825,3581273,3461240,3346296,3324239,3347000,3092992,3340432,2773569,2276656,1981664,1933212,1964397,2061920,1830924,1800340,1295729,1343686,1302775,1185904
48163,48163,343578,400035,372467,349523,358469,401644,428407,453652,454627,510688,776586,1125006,1292251,1531708,1525343,1326383,1403563,1486211,1447371,1284052,1269251
48165,48165,2554725,3353454,2609218,2593743,2390905,2779265,2932664,2639520,3379903,3157150,3107270,3693159,3484727,3006679,3265265,3270659,3510975,3182796,3433668,3241114,2845067
48167,48167,14037496,13396848,13505016,15182326,13707526,14249325,16612870,14815152,15140225,15311776,14766839,14004275,14485379,12715140,13856734,14359672,15625301,15820047,15904239,15416356,15935826
48169,48169,388549,475958,369182,371010,345470,413591,451835,419732,509043,456210,449144,518375,471275,416691,402741,406053,362314,341549,383806,310049,308906
48171,48171,567096,605222,628301,654448,688418,729708,721310,724043,733346,748260,763562,811298,794751,855688,883675,884485,898849,944662,999318,1023468,1102847
48173,48173,413429,506591,407822,369204,366784,389766,499268,433635,576040,664464,1091628,2103695,2461911,2774171,3425362,3761287,4141438,5151922,6124795,5924545,4711124
48175,48175,791328,739545,765644,796076,992653,1120132,903332,745671,685771,535402,469284,488391,425067,430194,326614,319943,340947,335428,327043,288252,331925
48177,48177,591299,651298,597378,608866,621024,601336,556484,588252,615856,817151,1540757,3637732,5394985,5401528,5353546,5138220,4832172,4763011,5298943,4558814,4564778
48179,48179,1013158,1063601,1025892,1109190,1169447,1292532,1339672,1212766,1102244,1087556,1174098,1246946,1278920,1274412,1210408,1026230,1044909,1064530,1066752,1006956,983422
48181,48181,3127864,3207642,3261898,3473589,3508475,3806857,3746975,3787663,3788149,3883422,4077761,4192763,4226710,4282513,4415646,4507768,4494034,4730225,4761088,4750612,4988343
48183,48183,5986442,5730461,5733150,5877107,6328905,6801346,7554628,7684338,7511015,7703511,8288522,8416451,8354401,8125508,7481577,6895241,6877392,7228939,7338218,6799867,6943296
48185,48185,1189958,1092979,1137017,1085016,1140407,1136214,1176476,1282091,1276255,1231441,1334249,1392462,1375976,1278945,1201568,1103771,1054041,1085019,1068440,1008493,985254
48187,48187,2555218,2895614,2875339,2846137,3013766,3307634,3226656,3393234,3155024,3519164,3872299,4187227,5121485,5729254,6250775,5563857,5332968,5506820,6661082,7118119,8255818
48189,48189,1308502,1428410,1315245,1344640,1398355,1430897,1442374,1484392,1545205,1655612,1432275,1376885,1362123,1255485,1234978,1170499,1159264,1186963,1319258,1337825,1319159
48191,48191,82621,86421,96424,87799,93793,97618,100055,78608,138075,126350,82734,80250,105368,82079,81976,71260,76042,65303,80751,81770,107253
48193,48193,204080,213769,207671,209485,193408,202542,201067,222044,222994,228146,221763,226853,219178,222618,207501,212900,220228,231483,241154,253804,261011
48195,48195,693176,704795,670821,622095,660960,640766,576319,529038,581936,644282,621625,736422,555780,749070,997102,871616,777921,694145,694101,644709,579479
48197,48197,230289,265666,231786,224113,211699,210396,203667,199961,203192,184056,182206,209996,198420,184320,195118,180598,193026,202761,204242,237842,234310
48199,48199,1074890,1139883,1088900,1117754,1098000,1285465,1351288,1377732,1383483,1307098,1302892,1455561,1534579,1379038,1308316,1333290,1337981,1391106,1346032,1293420,1302074
48201,48201,244128701,242658014,243159988,265896284,269128633,291331105,314805758,306964800,303210517,315238850,323588295,333797149,346384587,349764201,368946321,364787186,366708264,376052804,369729664,359146260,364521545
48203,48203,2623303,3160829,3064800,3323620,3538261,3971762,4348420,5348154,6431349,5371192,4296086,4218142,4094481,4217539,4239416,4245572,4413319,4525754,4348403,4236031,4335275
48205,48205,371518,490277,470816,444957,445241,476534,416484,304667,296596,523143,716555,653642,533032,805844,1125157,1096439,1058208,954129,967844,920902,832398
48207,48207,187966,184883,187915,193930,203845,194679,198903,169323,171920,208802,185029,206415,223545,198953,207326,196592,263012,313269,386995,370092,340428
48209,48209,3017937,3105115,3165992,3158382,3652893,3938927,4097629,4248042,4260751,4386641,4495250,4728662,5040994,5260668,5645323,5914830,6295008,6727602,7223453,7420133,8032681
48211,48211,911508,951979,943578,1021010,1128428,1225840,1306908,1294204,1500657,1142783,1232755,1149640,1230654,1439135,1541301,1282453,1117685,932166,949362,888930,707542
48213,48213,1807184,1851720,1789005,1717867,1737513,1732641,1689746,1578539,1616104,1582463,1552179,1546643,1555830,1589176,1537715,1566667,1658766,1655240,1734206,1779260,1815245
48215,48215,14475705,15421267,15726811,15879052,16284906,17026984,17722075,17383996,17290862,17181174,17451114,17703722,18374773,18594017,18782537,18828192,18993865,19445191,19933787,19980035,20877561
48217,48217,562957,574935,591230,615048,602209,645900,742945,867701,985027,888210,829524,794606,835627,856143,899338,866086,874961,936047,955979,946606,1020078
48219,48219,2202647,2601275,2158076,2218591,1830729,2178239,2395066,2208440,2612357,2460447,2418779,2797072,2624414,2333062,2294135,2187913,2361133,2342738,2450108,2156774,2006348
48221,48221,913863,917132,915966,955738,1049835,1248570,1532637,1822837,1889908,1715880,1827338,1891222,2031691,2199763,2017416,1905704,2078664,2263976,2423838,2168219,2237651
48223,48223,985227,1014379,1004583,1030347,1037886,1033056,1064514,1088707,1068697,1175702,1152189,1202285,1243784,1347625,1315214,1322274,1385347,1473671,1578948,1522037,1554291
48225,48225,653892,645483,671373,753849,748588,750768,701255,689110,736150,717666,705537,762365,785251,845021,935621,925249,950677,973384,993230,1012336,1010355
48227,48227,1826580,1860635,1699162,1659019,1536116,1614248,1800205,1739220,1907106,1963678,2250518,2672257,2840239,2860463,3269135,3906605,5341101,6863771,8579239,8527407,8729519
48229,48229,72112,87292,90746,86180,84524,102202,104370,104531,105702,112960,116127,122479,138549,154744,164359,171563,153806,174287,174936,175612,176054
48231,48231,1888665,1943867,2039381,2120454,2253362,2349129,2391647,2422368,2493689,2530713,2675375,2786348,3083123,3297875,3205870,3729570,4104482,4311205,4429962,4204351,4527612
48233,48233,1516851,1417631,1327432,1452518,1276183,1351435,1499311,1803202,2332608,1375029,1146488,1382357,5592320,8302588,6515264,10280477,7318879,6587439,6212374,5381213,5040417
48235,48235,242895,277157,233183,211722,206087,265544,341599,366285,442861,380652,506620,958597,1510828,2068632,2275035,2017515,1818914,1572524,2065930,2022533,1546821
48237,48237,385980,424637,400376,381790,383300,431015,526309,541425,528606,495233,502766,637634,688107,842299,791985,667898,678490,726618,581917,572891,543447
48239,48239,731917,671239,656051,701597,695069,735597,634315,597593,624558,573859,537138,576697,687788,661845,642964,622041,642936,704397,748056,650062,635115
48241,48241,985479,956811,963052,955465,977533,971904,979864,986272,1079453,1032114,1012209,1008976,948342,1019484,1003949,955839,959825,974838,962875,966682,962196
48243,48243,63818,71780,69263,67174,57067,57881,55237,71966,74151,71251,69189,70468,73297,77434,71446,72648,73125,76833,77272,78669,84951
48245,48245,19735055,18560397,19320233,23764630,20947404,20193586,22108006,21199046,20730562,22568922,22963469,23885640,23682702,18574932,18454389,19308328,20454644,21236111,21053316,17334806,16642537
48247,48247,680062,641443,482059,383539,375219,396984,335368,267396,266190,229485,209081,197414,193444,200712,205584,211621,203831,198130,202804,206767,196335
48249,48249,1242072,1212289,1275056,1323768,1382490,1597321,1617928,1759977,1519087,1731549,2181578,2509068,2324263,2303380,1759843,1338833,1426994,1621917,1624658,1287736,1318596
48251,48251,2551810,2617349,2685321,2890182,3458871,4721285,6385761,7624386,8354016,7049897,6646323,6230533,6086400,6357550,6069683,5873716,6307378,6285647,6440980,6584231,7097713
48253,48253,515980,438875,441397,470160,483402,484479,550192,503317,510615,535884,517667,497111,510120,463004,430255,427951,424186,414381,423703,418929,453833
48255,48255,362092,384028,408506,376632,364250,350524,371240,386556,419705,592485,1880168,5572517,7658079,9522176,11752486,11168471,12329743,12127059,13206009,11384348,10226706
48257,48257,1730572,1803513,1989863,2242259,2306653,2586967,2661270,2626315,2614506,2737597,2899266,2818357,2783656,2737531,2844709,2945958,3088966,3238982,3441267,3636574,3839827
48259,48259,849806,898577,926114,954417,1016880,1148386,1154310,1163229,1171655,1226199,1242063,1353386,1391171,1498304,1606401,1708177,1810472,1932873,2006505,1906356,2042055
48261,48261,588423,718134,615306,624417,450026,410885,464603,410644,471246,433298,372062,298783,282356,341319,284641,258756,288646,287969,358563,284280,327718
48263,48263,436425,580029,445797,437205,364280,409365,433715,374703,486761,451447,492668,529790,472198,406832,427698,463930,425919,391393,388601,324710,275136
48265,48265,1288127,1341653,1366455,1398532,1446601,1564257,1539471,1546751,1543523,1600396,1591538,1611078,1562153,1649499,1701666,1663825,1724559,1843176,1926699,1937117,2047217
48267,48267,120157,135580,136442,130437,122160,123755,113292,116326,112616,111747,127429,141916,162007,171743,164441,152772,128655,143425,141666,141889,147483
48269,48269,185761,243142,167112,151473,146338,187147,191109,171876,216465,164546,164608,181639,167379,157231,198365,249410,230951,208560,199078,159685,133042
48271,48271,54323,62479,65618,64451,60878,61890,61390,60123,63962,68823,70756,77952,98084,101617,115537,110319,111639,98257,102000,103676,99624
48273,48273,1141682,1268872,1373342,1239642,1183116,1236499,1243614,1218044,1216117,1116307,1164638,1219059,1219100,1162235,1135287,1071704,1070607,1029230,1085554,1078903,1092893
48275,48275,136136,135679,157692,166126,149352,161240,155910,131155,128778,132057,135250,154874,181071,175217,150335,149498,151167,159874,154658,162462,208343
48277,48277,1768981,1812878,1741027,1774750,1739265,1896471,1893313,1829635,1857211,1913188,2117708,2050471,2038022,2020159,2114983,2246040,2362551,2522641,2440582,2261712,2366855
48279,48279,808917,831960,895134,873208,839617,867341,827358,848495,760892,944482,843600,850221,924682,851822,841286,792919,817389,761949,744569,723858,669596
48281,48281,362813,393295,388710,397853,420140,428623,394720,405017,407651,411327,419191,444156,436145,440547,427642,415231,425510,442842,466848,477476,486785
48283,48283,233122,234540,248123,236235,264818,306543,289872,277448,357232,513089,1264005,3511854,6115465,7876020,8969594,7339238,7095201,7076684,7695106,6233153,5617101
48285,48285,1307236,1440867,1376977,1245237,1070635,1097196,1157426,1026503,936098,797902,812134,971185,1231986,1465138,1667163,1509168,1454013,1526095,1663365,1518535,1533509
48287,48287,697404,720324,672051,649026,698703,753339,700993,714264,775866,781677,850582,944081,929300,1003635,1029071,947417,936903,916621,1067119,938019,872852
48289,48289,836260,815220,760132,793017,924392,1049512,1182436,1197257,1373308,1344985,1239510,1171375,1313427,1362295,1386031,1162746,960467,930202,920030,951347,942062
48291,48291,1734638,1844678,1921646,2081304,2274919,2303801,2229512,2067770,2061175,1951390,2037206,1963147,1855822,1849645,1812037,1814462,1881236,2057344,2106176,2099313,2172292
48293,48293,1341881,1423197,1542745,1605880,1680902,1764381,1945177,1922164,1963052,1852144,1817519,1613260,1632877,1578461,1518062,1428980,1386814,1504481,1517786,1355300,1392704
48295,48295,417563,449099,461618,480019,544255,628280,744779,747880,895184,658678,689839,849431,768231,838399,910140,820095,877397,791616,864588,861595,777467
48297,48297,955361,898770,805877,853645,719441,789209,941957,767806,769990,776336,1229826,1691045,2085157,2452903,2514898,2258631,2121691,1981843,2521637,2128049,1877096
48299,48299,414188,426903,437480,423498,431830,463225,468755,475589,480542,489576,473349,503513,496316,508195,646025,664326,680456,672888,686811,705164,729917
48301,48301,277435,305790,304696,371118,606608,826227,1118070,857418,992653,625101,532224,748815,922258,1394941,2293867,4127854,6011028,7968507,10394525,10884326,8094120
48303,48303,8972453,9174895,9372244,9523566,9906425,10397608,10346260,10424989,10322672,10692309,10676350,11087275,11396324,11484288,11823537,11977790,12033068,12359529,12543623,12528364,12845631
48305,48305,148499,151163,195477,209837,227224,142902,273428,149108,158759,241865,146016,203958,286837,175161,172002,198645,203992,226082,281067,322948,370153
48307,48307,226090,232370,249576,247929,241883,256669,275823,316951,246017,266262,321596,345257,359350,371783,352416,325606,359901,381059,334775,306754,312707
48309,48309,7735216,7769510,8058415,8382983,8578692,8812475,8832268,8761285,8599438,8948838,9094039,9450105,10213444,10648170,10444611,10625710,11280567,11700937,11821292,11380893,12033420
48311,48311,337935,350721,374605,498041,573273,439882,354209,293287,361397,353821,660068,1920363,3541775,4640538,4895527,4665852,3790143,3362561,3611426,3035024,2381502
48313,48313,353013,383595,375374,384834,380435,391248,393225,339886,371780,419529,488030,709119,849619,1064399,1115134,934914,870492,807989,827685,755372,775974
48315,48315,299258,272297,293562,258947,294400,281035,256695,248463,254025,262870,247112,241625,244093,221335,214669,233204,251467,262894,263081,243072,229347
48317,48317,421639,511502,441545,445299,478759,573734,772049,933732,1372572,1497064,1962677,3028600,3373757,3503847,4711416,5976722,6989007,9316875,14009307,14253320,14429263
48319,48319,64585,80130,80677,88277,77635,93218,71786,93594,98694,102744,106884,113015,111562,110737,123633,113941,120543,129233,127334,121004,126202
48321,48321,2561598,2441443,2226195,2368435,2205067,2441257,2322088,2360332,2339454,2242348,2141425,1976659,1943750,2027923,2024714,2066792,2105468,1982035,2120039,2083049,2076077
48323,48323,953491,970456,972172,978073,1033639,1112182,1100102,1180865,1251080,1261523,1309327,1380907,1336548,1343776,1386224,1410498,1495167,1588275,1599180,1509847,1531716
48325,48325,628123,675748,704777,710731,715328,750365,682187,670042,703540,726023,762827,802131,902311,889440,906110,865833,906585,954639,989105,1026734,1057438
48327,48327,47026,52431,53912,50940,48576,50437,48037,51680,54914,48970,55779,65819,76900,63349,66033,55477,50387,54881,53788,54928,52737
48329,48329,6492786,6537758,6323971,6660942,7011857,8200199,8880697,9726072,10052960,11008545,12612179,15248537,15655061,17114713,18524917,18618430,21997273,26577881,31260055,29587229,28124795
48331,48331,1015154,943432,1001695,1032199,917440,872149,833339,811297,879372,929802,1059541,1055451,1005788,968252,937892,932134,902923,569901,615463,585868,607642
48333,48333,116413,114997,114894,122390,121034,136492,110693,109861,127151,123730,123581,129453,121893,144046,139844,138828,142924,174264,190467,196656,191994
48335,48335,441153,392470,343148,336312,349715,412112,463225,464020,592424,570322,605281,713649,670457,572429,547749,539999,513043,475087,466932,452942,421300
48337,48337,424523,456455,442613,459219,462249,520310,559989,638235,685187,712613,859449,1047492,1168275,1312574,1303546,1126500,1084191,978718,981282,900858,872436
48339,48339,8375143,8669115,9139216,9939422,11443526,12595758,13083385,13852628,14279387,15255690,16079080,18577243,19332499,20667874,21387779,22303775,24555172,27037100,27685904,27906806,29279920
48341,48341,2317702,2017253,1821412,1732291,1651829,1755155,2188926,1847528,1874881,1883903,1805161,1697011,1726551,1631605,1884893,1921067,2174472,2702929,3101877,2540886,2848619
48343,48343,587381,537228,527602,639795,611141,597774,692067,762455,840209,973087,1082780,905744,809368,738538,697181,631182,631247,673684,627562,585775,586942
48345,48345,33399,41242,39674,45212,45748,44817,38825,29155,28907,30601,41361,32421,39594,30091,29993,26941,27613,29815,30665,35777,29917
48347,48347,1946028,2107685,2071417,2142467,2279952,2400557,2531788,2627317,2719439,2646432,2645323,2616395,2435030,2371609,2560110,2512146,2604715,2631319,2585119,2623286,2729072
48349,48349,1214309,1228807,1216300,1222099,1234266,1250764,1257901,1282869,1283333,1315502,1422134,1484685,1526803,1534107,1545136,1460246,1399227,1504249,1505685,1452380,1505984
48351,48351,245499,243408,249311,326507,327185,384753,432293,391437,400216,387915,466055,541526,433631,410738,491959,389752,444015,484490,513864,467801,461476
48353,48353,523511,546637,535687,535546,552267,588484,652715,760819,733996,830379,917955,994119,991164,953679,933845,958463,933591,920299,964273,948836,1007421
48355,48355,15988732,15848556,16295642,17643445,16681739,17186273,18463407,17519746,17064721,18340572,18897390,18740969,19093842,17892144,17910251,17528932,18390339,19287314,19423485,17944946,18521152
48357,48357,725321,716541,691478,704912,755162,842401,804188,792638,864805,1030552,1247779,1618584,1663868,1873307,1864800,1600297,1522467,1451356,1431544,1232335,1151757
