ST,YEAR,FIPS_CODE,ZERO_CAR_HOUSEHOLDS,PERCENT_WITHOUT_VEHICLE
46,2011,46011,10572,0.038218771
47,2011,47027,5882,0.062290846
48,2011,48067,19222,0.061606802
48,2011,48069,6768,0.034976744
48,2011,48431,2406,0.058232689
8,2013,8101,322038,0.099168377
8,2013,8061,1630,0.040022589
37,2012,37133,52306,0.035370882
39,2012,39093,326794,0.076564864
39,2012,39055,43491,0.048555754
39,2019,39041,82600,0.032200846
39,2019,39063,23686,0.039778185
39,2019,39059,72670,0.166430011
41,2019,41043,114954,0.063075416
42,2019,42097,142152,0.128453698
36,2018,36105,113280,0.109335186
1,2021,1101,248835,0.04855914
21,2012,21213,20380,0.075746313
21,2012,21153,23640,0.098458975
26,2015,26013,13905,0.068010741
26,2015,26131,18540,0.068010741
27,2015,27157,18750,0.069837084
27,2015,27115,24552,0.050464524
27,2015,27077,6646,0.07223599
41,2013,41055,2294,0.051810195
13,2019,13043,8517,0.056554911
13,2019,13309,7550,0.072276469
13,2019,13291,14586,0.043494597
42,2021,42067,20615,0.074997726
45,2021,45075,134420,0.096513398
1,2011,1093,32530,0.061478276
1,2011,1013,39600,0.054028168
42,2014,42119,54040,0.092892136
42,2014,42043,474060,0.125003131
46,2014,46063,5107,0.069920591
46,2014,46119,2767,0.074297836
47,2014,47037,686460,0.078706871
47,2014,47009,40488,0.030206179
6,2015,6031,59751,0.05183641
36,2016,36073,35332,0.080717714
36,2016,36055,1314817,0.136662308
38,2016,38077,17052,0.053255879
39,2016,39099,455839,0.083907471
39,2016,39145,97380,0.093060148
39,2016,39139,140520,0.096700937
39,2016,39005,26829,0.056493642
37,2016,37019,97119,0.054168967
40,2015,40083,15344,0.040323767
40,2015,40093,6558,0.051829196
54,2005,54065,30144,0.080094379
54,2005,54071,12828,0.093542177
56,2005,56021,51702,0.041699836
13,2007,13241,15335,0.084453134
13,2007,13059,75270,0.043500121
13,2007,13127,47376,0.054696592
12,2013,12111,166620,0.072489966
12,2013,12061,78337,0.043997562
36,2013,36015,116780,0.123764265
36,2013,36039,42930,0.067950331
37,2013,37145,19215,0.061116801
38,2013,38085,6788,0.042723531
38,2013,38089,27152,0.042723531
36,2013,36085,1203264,0.190722098
29,2021,29061,5420,0.066060503
31,2021,31055,569107,0.060048435
31,2021,31117,1969,0.046462787
31,2021,31163,1549,0.03510402
55,2019,55073,93474,0.063215557
55,2019,55045,22464,0.047058035
55,2019,55085,50302,0.069144023
55,2019,55139,166583,0.057033367
55,2019,55071,51020,0.060162257
13,2021,13279,29988,0.095388961
13,2021,13093,16383,0.097505669
17,2021,17025,11848,0.072721023
17,2021,17119,189330,0.055363518
17,2021,17037,43344,0.053038674
17,2021,17059,6466,0.062536268
17,2009,17045,15065,0.074847845
19,2009,19027,20970,0.05204998
13,2012,13035,7260,0.045418716
16,2012,16045,6102,0.054611357
17,2012,17115,148342,0.094160048
17,2012,17105,48360,0.075430497
1,2019,1089,200981,0.050462504
8,2003,,95024,0.052173206
25,2005,25003,174291,0.091671795
26,2005,26015,21912,0.0290523
26,2005,26031,21042,0.057888482
26,2005,26101,24860,0.042095638
35,2006,35033,2493,0.055112192
16,2013,16003,2992,0.034405041
17,2013,17067,35539,0.071331226
18,2013,18099,40224,0.073368792
18,2013,18013,7904,0.045392938
18,2013,18135,21408,0.065601098
29,2014,29057,5154,0.053017055
12,2016,12105,443877,0.049987792
12,2016,12077,10570,0.082364492
48,2018,48377,4724,0.061364994
48,2018,48155,2638,0.046328656
48,2018,48321,29612,0.044215955
18,2012,18183,21798,0.061498963
18,2012,18113,45400,0.07804442
18,2012,18167,99092,0.087866524
28,2013,28055,4654,0.106828876
56,2013,56013,18930,0.041650165
56,2013,56023,8100,0.047716669
48,2018,48401,32383,0.058772178
26,2006,26007,24000,0.055632823
26,2006,26019,20340,0.054807366
26,2006,26047,27927,0.050057268
28,2006,28037,10728,0.137538462
28,2006,28147,16092,0.137538462
18,2021,18025,8529,0.048563425
18,2021,18159,6904,0.029555807
19,2021,19045,33096,0.052341911
20,2021,20051,17184,0.06263532
37,2018,37147,252160,0.113728207
37,2018,37105,31434,0.047682903
37,2018,37123,15558,0.050936021
38,2018,38005,8692,0.042253247
51,2013,51155,44840,0.064755578
40,2008,40145,157532,0.060977375
48,2010,48119,5992,0.050144777
48,2010,48463,16525,0.075439397
48,2010,48297,14736,0.107880172
48,2010,48053,22672,0.075797695
48,2010,48417,1540,0.029856534
48,2010,48383,2912,0.072867402
37,2014,37055,29843,0.06410832
37,2014,37163,37620,0.076582023
37,2014,37113,15156,0.037041925
39,2014,39025,100792,0.053205461
17,2011,17053,29800,0.094759603
17,2011,17099,69888,0.056916131
17,2011,17167,243694,0.091985756
17,2011,17149,14745,0.06726887
20,2012,20199,2293,0.048220895
37,2008,37025,101158,0.067202205
38,2008,38019,7250,0.058027853
13,2018,13303,21205,0.093370908
13,2018,13217,25935,0.028543223
13,2018,13171,9795,0.056209758
17,2018,17197,272152,0.038637955
17,2018,17049,19608,0.045318394
17,2018,17083,15876,0.048683557
13,2017,13221,8684,0.049831294
13,2017,13319,16851,0.084434423
13,2017,13185,87275,0.083948539
13,2017,13183,7878,0.06173449
55,2018,55099,35418,0.072787581
55,2018,55107,29515,0.072787581
55,2018,55127,36630,0.040743913
55,2018,55135,36096,0.045611002
53,2019,53051,13000,0.058491373
54,2019,54029,40008,0.09490464
29,2013,29039,8790,0.058866075
29,2013,29099,73122,0.042458237
29,2013,29063,8092,0.09425523
30,2013,30069,2913,0.049267666
31,2013,31145,3762,0.028984837
6,2021,6083,313204,0.06148136
54,2016,54005,20576,0.063250049
11,2000,,93800,0.384741591
19,2000,,57100,0.050061371
34,2004,,356355,0.113688678
12,2005,12021,217552,0.05144686
13,2005,13265,3476,0.07950231
13,2005,13193,12252,0.038480866
16,2005,16075,8336,0.053873795
12,2018,12013,14028,0.069434545
12,2018,12039,42084,0.069434545
12,2018,12029,12564,0.044436585
39,2018,39115,11248,0.067308153
1,2005,1039,42252,0.041629309
37,2015,37059,14203,0.048605788
37,2015,37117,13710,0.056917252
37,2015,37163,37488,0.074935685
38,2015,38095,1805,0.039986708
13,2016,13121,1480001,0.139154468
13,2016,13087,25123,0.085328452
17,2001,,531544,0.11554601
39,2005,39119,44194,0.058987624
40,2005,40091,34662,0.062943997
40,2005,40059,9878,0.059115718
40,2005,40073,19756,0.059115718
41,2005,41009,64640,0.101742402
42,2005,42045,687816,0.093844577
36,2017,36103,574048,0.047213245
36,2017,36095,27368,0.080497906
45,2019,45001,17922,0.069407008
46,2019,46035,8012,0.036024532
46,2019,46067,6009,0.036024532
47,2019,47065,256816,0.063213321
47,2019,47187,75184,0.024120126
6,2017,6093,48524,0.068669018
35,2017,35049,90350,0.029670131
12,2014,12041,23380,0.071789361
12,2014,12093,25164,0.062656866
36,2015,36053,46704,0.066613419
1,2017,1093,25064,0.057947962
2,2017,2100,3864,0.064135974
5,2017,5073,7348,0.088302449
5,2017,5005,24291,0.044071062
5,2017,5019,24105,0.074509683
5,2017,5053,13508,0.086783337
30,2017,30065,8004,0.066748949
30,2017,30091,8004,0.066748949
30,2017,30009,6860,0.022254663
31,2017,31163,1448,0.033719116
32,2017,32510,28882,0.031163142
17,2007,17065,12933,0.070588813
19,2007,19045,67200,0.064102564
19,2007,19181,68088,0.069911286
19,2007,19017,40056,0.098817818
28,2008,28091,18474,0.076519708
28,2008,28159,28660,0.159142651
28,2008,28141,9032,0.055891089
26,2007,26025,102141,0.038140036
40,2012,40151,4137,0.032007985
40,2012,40111,36250,0.063791222
41,2012,41059,48930,0.069945964
17,2005,17091,85057,0.074783274
20,2006,20137,2076,0.049657944
20,2006,20111,19656,0.051285798
21,2006,21085,23023,0.069865749
21,2006,21163,26312,0.069865749
21,2006,21231,21100,0.105581826
21,2006,21229,7251,0.045148034
21,2006,21117,184090,0.072922757
24,2006,24001,86204,0.089500203
5,2007,5145,29874,0.052920044
5,2007,5103,18180,0.072534891
54,2008,54023,14616,0.10298905
55,2008,55083,52987,0.050755484
55,2008,55123,21763,0.040261069
56,2008,56027,3454,0.071068497
19,2010,,2764,0.041517086
27,2017,27075,10712,0.046576343
27,2017,27099,35387,0.063623598
27,2017,27009,17109,0.039192644
27,2017,27073,6603,0.05285656
28,2017,28121,36801,0.021437559
37,2017,37161,63050,0.08652834
37,2017,37057,120632,0.053517558
37,2017,37061,34518,0.070782487
38,2017,38037,4413,0.053572079
39,2017,39075,48512,0.141828048
39,2017,39133,90685,0.041593759
39,2017,39009,46920,0.073380721
48,2008,48191,3144,0.047327302
29,2008,29161,27360,0.040793809
29,2008,29185,11964,0.062295953
29,2008,29209,29790,0.076198223
30,2008,30055,3799,0.07345605
30,2008,30109,3799,0.07345605
31,2008,31025,8826,0.035769867
40,2014,40125,30956,0.042316904
41,2014,41027,13152,0.074859979
41,2014,41047,160777,0.072410232
42,2009,42129,349286,0.085358531
45,2009,45029,75630,0.103739164
36,2010,36065,528895,0.131966745
36,2010,36103,301149,0.098038188
30,2010,30103,4142,0.076215361
45,2010,45001,42852,0.111896219
45,2010,45025,42250,0.057253977
46,2010,46099,83918,0.041308067
47,2010,47123,65814,0.132665444
47,2010,47085,13205,0.055646861
1,2010,1057,22750,0.068335761
1,2010,1019,20904,0.08769192
1,2010,1067,17214,0.063061875
38,2005,38015,53884,0.060918503
54,2006,54093,15978,0.115971693
54,2006,54037,79200,0.055822805
55,2006,55009,122877,0.047873012
48,2007,48069,6645,0.034954
48,2007,48435,1868,0.044729659
48,2007,48503,11012,0.047763628
48,2014,48105,1650,0.044790705
48,2014,48463,16880,0.064521061
48,2014,48241,11240,0.036028412
25,2008,25015,109200,0.07522091
26,2008,26157,38220,0.045412959
26,2012,26069,32960,0.065904183
26,2012,26155,45271,0.036811258
27,2012,27027,46124,0.061410645
28,2012,28031,14560,0.072033563
31,2002,,40608,0.060042672
35,2002,,43729,0.063964017
48,2003,,490452,0.064175565
36,2005,36113,35264,0.036564944
1,2013,1129,26040,0.100144217
29,2016,29045,9669,0.069725684
30,2016,30005,10124,0.043225795
31,2016,31023,9960,0.060260645
31,2016,31143,6640,0.060260645
34,2016,34021,391668,0.118552195
34,2016,34039,520434,0.127373816
16,2007,16031,9282,0.027512494
16,2007,16033,2606,0.038832347
6,2008,6081,736953,0.078393234
16,2009,16037,2859,0.041406578
16,2009,16009,6682,0.040744399
31,2007,31081,8562,0.071228911
31,2007,31093,5708,0.071228911
31,2007,31151,9540,0.043102669
31,2007,31001,23490,0.057518126
31,2007,31101,5148,0.038617337
1,2007,1025,53478,0.08052909
2,2007,2282,10382,0.374274487
2,2007,2261,17316,0.090505684
36,2021,36063,314286,0.111181548
36,2021,36113,103607,0.0999029
51,2018,51045,3627,0.045093992
51,2018,51141,24660,0.079417221
51,2018,51061,29002,0.0267461
42,2007,42117,33150,0.082860499
29,2019,29161,21610,0.047548847
29,2019,29029,25300,0.042781942
29,2019,29205,8061,0.058192922
31,2019,31043,14064,0.049500908
31,2019,31157,18711,0.036478662
38,2019,38055,6270,0.035002903
1,2009,1041,19068,0.03685535
5,2009,5085,65200,0.040611919
5,2009,5145,43745,0.070174341
6,2016,6081,381153,0.054396196
15,2017,15005,9186,0.059963967
16,2017,16079,9012,0.060668484
16,2017,16059,7173,0.058384001
17,2017,17183,136680,0.092687532
21,2018,21137,18426,0.066840788
29,2018,29215,9216,0.048320121
29,2018,29129,3474,0.040884056
29,2018,29217,9720,0.03331277
31,2018,31161,5316,0.058352177
13,2009,13119,4390,0.018230897
13,2009,13295,71500,0.10673187
13,2009,13073,98120,0.097136974
13,2009,13105,16160,0.065703076
54,2009,54071,11814,0.086881701
55,2009,55053,24440,0.06198169
55,2009,55073,82269,0.057266901
29,2018,29155,26250,0.102711586
49,2016,49043,27313,0.037237248
51,2016,51059,547429,0.045323033
51,2016,51683,11739,0.043625296
51,2016,51145,7135,0.01926634
26,2018,26137,18456,0.051360828
46,2015,46121,6002,0.085173412
47,2015,47005,20175,0.073897039
48,2015,48453,750905,0.068134227
48,2015,48401,23335,0.040386086
48,2015,48187,47937,0.032499066
48,2015,48213,42432,0.053969901
48,2015,48267,4378,0.0608715
48,2015,48435,2189,0.0608715
48,2015,48331,22393,0.060432606
48,2015,48423,79826,0.048565119
20,2009,20029,8332,0.051060179
30,2014,30099,12186,0.067796044
22,2017,22101,78846,0.072202503
22,2017,22113,43095,0.075263935
22,2017,22025,9342,0.075912338
22,2017,22043,15570,0.075912338
20,2013,20005,8844,0.050148563
21,2013,21065,17468,0.102274058
22,2013,22069,50742,0.087030348
22,2013,22049,32670,0.112814669
55,2010,55119,27516,0.056839731
45,2012,45045,395198,0.070086846
45,2012,45037,26016,0.060525691
46,2012,46123,6032,0.085390713
46,2012,46091,3034,0.055708567
30,2009,30057,7839,0.051937985
30,2009,30087,14516,0.070178492
31,2009,31143,8896,0.078170858
32,2009,32001,21756,0.053664854
32,2009,32023,31080,0.053664854
33,2009,33009,60629,0.069351474
34,2009,34017,2662222,0.34104144
35,2009,35041,12765,0.04108597
27,2010,27111,83487,0.069029012
27,2010,27031,29631,0.113265751
28,2010,28063,8070,0.117180694
40,2017,40005,10708,0.057821072
42,2017,42061,61476,0.076484376
42,2017,42029,234019,0.042456354
51,2021,51173,39195,0.055569733
51,2021,51141,25084,0.080605149
51,2021,51047,23120,0.041788369
51,2021,51073,26776,0.046043581
51,2021,51115,10041,0.046043581
46,2021,46005,14376,0.045834529
8,2019,8119,3042,0.01240458
9,2019,9013,29406,0.017868156
35,2019,35027,25080,0.087397418
51,2004,,184689,0.064893325
18,2005,18043,34040,0.040982422
18,2005,18175,10212,0.040982422
20,2005,20155,25177,0.035271142
2,2010,2185,34887,0.388968793
5,2010,5115,54780,0.069667888
50,2019,50023,104234,0.088765918
51,2019,51740,165323,0.121899929
51,2019,51520,20000,0.06436249
53,2014,53047,15620,0.036432337
53,2014,53051,7810,0.036432337
29,2011,29119,21212,0.079434983
29,2011,29069,38260,0.076283521
29,2011,29153,13276,0.096994316
29,2011,29215,26552,0.096994316
30,2011,30031,27478,0.023961631
31,2011,31057,1567,0.036166824
33,2011,33007,37862,0.071011533
13,2011,13035,7878,0.033933348
13,2011,13213,33696,0.055411574
13,2011,13227,25272,0.055411574
18,2015,18057,25126,0.013865688
1,2004,1029,447004,0.06366374
37,2009,37087,44624,0.048017492
42,2010,42107,192640,0.092391513
19,2014,19047,9770,0.038981766
20,2014,20001,7440,0.037195351
21,2014,21205,16904,0.080401819
21,2014,21081,25600,0.107021622
35,2016,35028,11208,0.062363677
40,2011,40055,10724,0.066609523
27,2009,27097,22632,0.061746988
28,2009,28131,9930,0.071710213
28,2009,28071,31000,0.06242323
38,2010,38087,1949,0.04273092
29,2015,29095,1437878,0.117588197
30,2015,30091,4054,0.035382628
30,2015,30093,36936,0.073399892
31,2015,31059,6114,0.054958291
31,2015,31017,3005,0.065294859
17,2016,17091,79547,0.069771583
48,2005,48097,24264,0.053486404
48,2005,48045,3269,0.050221225
41,2006,41027,5292,0.031999033
47,2007,47131,53990,0.076499093
47,2007,47099,49555,0.086917096
47,2007,47139,7470,0.022549582
47,2007,47007,9858,0.059676013
50,2014,50021,63480,0.056572498
51,2014,51087,269599,0.067173208
51,2014,51670,34678,0.07927161
51,2014,51520,27148,0.084496346
27,2021,27025,39070,0.059060058
28,2021,28021,13290,0.067073448
8,2007,8069,146207,0.0368389
13,2008,13319,5505,0.030371241
13,2008,13113,26500,0.028532667
13,2008,13075,7668,0.023379189
30,2006,30029,29051,0.027898405
31,2006,31151,9996,0.042616689
31,2006,31149,2238,0.048382912
31,2006,31135,946,0.022105903
8,2014,8099,12930,0.066706219
8,2014,8109,5172,0.066706219
13,2015,13003,16719,0.092032037
13,2015,13211,5300,0.025232688
13,2015,13299,50157,0.092032037
30,2001,,19514,0.054674695
46,2005,46025,2193,0.052372651
46,2005,46077,4072,0.046769118
22,2011,22103,82005,0.095481442
22,2011,22075,33552,0.077937825
13,2014,13131,22596,0.087793734
13,2014,13305,28464,0.086675315
13,2014,13169,26640,0.067445428
13,2014,13117,70335,0.023529235
12,2012,12067,7476,0.096146921
12,2012,12111,169935,0.07041384
12,2012,12061,147715,0.080831213
26,2016,26075,197714,0.086726785
26,2016,26111,89281,0.060044979
26,2017,26151,44629,0.065725992
55,2015,55119,24918,0.052033478
30,2007,30017,17124,0.055384138
1,2015,1115,18408,0.027321666
2,2015,2220,25534,0.3956674
5,2012,5095,15558,0.124310849
1,2018,1041,16830,0.062312562
16,2010,16033,2043,0.029925297
17,2010,17141,32065,0.071035189
17,2010,17029,40116,0.083876957
18,2010,18121,5404,0.033342383
18,2010,18039,168912,0.117244309
18,2010,18029,15810,0.0328308
17,2019,17125,14610,0.055793598
18,2019,18139,11315,0.049086808
18,2019,18085,52573,0.057919745
18,2019,18051,10626,0.031607221
51,2015,51510,231116,0.088134709
2,2016,2150,58525,0.357754141
49,2017,49055,1612,0.033519785
51,2017,51061,34357,0.033096965
51,2017,51087,159108,0.038592884
53,2017,53009,64350,0.061037958
1,2006,1053,56682,0.086206661
1,2006,1103,71388,0.044617695
4,2006,4015,146028,0.040385782
5,2006,5061,10599,0.055901899
5,2006,5027,12970,0.06341213
29,2006,29047,115208,0.035787773
29,2006,29141,15435,0.057126467
47,2008,47147,37646,0.04698831
47,2008,47061,9500,0.043089372
47,2008,47143,14250,0.043089372
5,2013,5041,13105,0.064765623
19,2018,19003,4042,0.046302236
19,2018,19011,11368,0.034874482
20,2018,20163,3052,0.033482535
20,2018,20093,905,0.019951939
27,2007,27005,25050,0.058043886
28,2007,28063,8438,0.106613095
20,2019,20161,51086,0.078430951
21,2019,21095,53548,0.107599134
21,2019,21177,37224,0.096918571
37,2021,37119,794394,0.059057381
37,2021,37007,8106,0.032629698
37,2021,37083,34440,0.073650175
37,2021,37149,18291,0.047555782
37,2021,37041,5844,0.039803028
13,2010,13003,11316,0.063726981
13,2010,13069,33948,0.063726981
5,2016,5049,4706,0.04567779
47,2017,47075,18168,0.057992109
44,2007,,24787,0.08566975
45,2007,45089,39039,0.065182655
20,2008,20187,1732,0.032744116
20,2008,20203,2195,0.052285558
22,2008,22005,53340,0.048864321
37,2007,37121,21032,0.064617616
21,2007,21207,31235,0.081632386
8,2005,8005,320311,0.052260239
46,2007,46075,2995,0.081996386
19,2017,19151,7737,0.052048436
20,2017,20091,290979,0.038549583
21,2017,21085,21847,0.049479992
21,2017,21145,81379,0.061324622
21,2017,21041,9357,0.050818737
21,2017,21087,8324,0.050685632
17,2015,17027,22936,0.054816259
45,2018,45069,31570,0.071768431
45,2018,45049,33075,0.089845978
46,2018,46063,2760,0.036397684
28,2018,28019,13371,0.065283942
28,2018,28057,15975,0.061415143
28,2018,28103,13371,0.065283942
22,2019,22093,14343,0.04857407
25,2018,25001,134803,0.048404605
41,2018,41065,18408,0.049169819
41,2018,41009,33750,0.04910448
16,2016,16015,1851,0.041636674
48,2009,48019,19730,0.08884786
48,2009,48317,4668,0.057894084
48,2009,48473,22266,0.084486841
50,2009,50005,33810,0.057982199
50,2009,50023,64239,0.057982199
24,2017,24031,886653,0.072974096
25,2017,25001,139070,0.047655142
54,2017,54081,130968,0.105122397
54,2017,54025,22946,0.075304388
39,2021,39029,76776,0.07793505
39,2021,39159,28780,0.047469816
39,2021,39039,21519,0.047691234
39,2021,39125,11955,0.047691234
39,2021,39073,12775,0.046582266
39,2021,39161,19872,0.04626506
21,2005,21131,23949,0.127979864
21,2005,21091,11190,0.088225555
5,2011,5071,19230,0.045102095
45,2013,45023,75548,0.119240251
16,2014,16043,1272,0.010566452
17,2014,17113,206845,0.076022422
17,2014,17185,20304,0.093494437
18,2008,18169,16752,0.045788507
18,2008,18075,16121,0.054725186
18,2008,18179,55545,0.097958126
38,2021,38005,7432,0.036966297
5,2008,5031,95876,0.080852205
5,2008,5131,62452,0.064436516
8,2009,8123,215929,0.040777158
20,2010,20039,4282,0.050577591
20,2010,20101,2141,0.050577591
21,2010,21131,17751,0.096793718
21,2010,21185,32578,0.029238443
21,2010,21057,9212,0.056199517
22,2010,22115,50004,0.088424403
21,2011,21065,19892,0.096578109
21,2011,21033,9093,0.069360855
29,2012,29055,23778,0.094121838
27,2014,27089,17224,0.074763434
47,2009,47075,17682,0.068913104
47,2009,47077,17682,0.068913104
27,2011,27029,11763,0.086826546
28,2011,28053,8796,0.075725096
54,2021,54069,63468,0.066469357
55,2021,55053,26510,0.065669202
38,2009,38031,2294,0.027287434
38,2009,38023,1574,0.033566493
